bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
elmorle01,1974-75,22,INA,ABA,77,18.4,.417,1.000,.416,.418,.774,5.1,0.5,0.9,1.2,6.6,12.4,2.2,.074,-3.0,-0.4
elmorle01,1975-76,23,INA,ABA,76,34.1,.402,.000,.403,.402,.738,10.8,1.6,1.8,2.3,14.6,14.3,3.4,.062,-1.1,0.6
elmorle01,1976-77,24,IND,NBA,6,7.7,.412,,.412,.412,.800,2.5,0.3,0.0,0.7,3.0,12.8,0.0,.039,-4.5,0.0
elmorle01,1977-78,25,IND,NBA,69,19.2,.368,,.368,.368,.667,6.1,1.2,1.1,1.0,5.4,12.5,2.1,.078,-0.2,0.6
elmorle01,1978-79,26,IND,NBA,80,15.8,.406,,.406,.406,.718,5.0,0.9,0.8,1.0,4.2,12.2,2.1,.079,-0.5,0.5
elmorle01,1979-80,27,KCK,NBA,58,15.8,.430,,.430,.430,.689,4.4,1.1,0.7,0.7,4.5,10.6,1.5,.080,-0.3,0.4
elmorle01,1980-81,28,MIL,NBA,72,12.8,.358,,.358,.358,.720,2.9,1.0,0.5,0.7,2.9,8.6,1.6,.083,-0.6,0.3
elmorle01,1981-82,29,NJN,NBA,81,25.9,.460,,.460,.460,.794,5.4,1.2,1.1,1.1,9.1,11.8,4.1,.094,0.4,1.2
elmorle01,1982-83,30,NJN,NBA,74,13.2,.398,.000,.399,.398,.643,3.2,0.5,0.6,0.5,3.4,8.2,0.9,.045,-2.9,-0.2
elmorle01,1983-84,31,NYK,NBA,65,12.8,.408,,.408,.408,.711,2.5,0.5,0.4,0.5,2.4,6.1,0.9,.053,-1.5,0.1
