bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
willibu01,1981-82,21,NJN,NBA,82,34.5,.582,.624,12.3,1.3,1.0,1.0,15.5,17.2,8.9,.152,1.8,2.7,,"Rocky Mount in Rocky Mount, North Carolina",
willibu01,1982-83,22,NJN,NBA,82,36.1,.588,.620,12.5,1.5,1.1,1.3,17.0,18.6,11.4,.185,3.3,3.9,All-NBA (2nd),"Rocky Mount in Rocky Mount, North Carolina",
willibu01,1983-84,23,NJN,NBA,81,37.1,.535,.570,12.3,1.6,1.0,1.5,15.7,15.8,7.3,.117,1.7,2.8,,"Rocky Mount in Rocky Mount, North Carolina",
willibu01,1984-85,24,New Jersey Nets,NBA,82,38.8,.530,.625,12.3,2.0,0.8,1.3,18.2,16.7,7.7,.116,0.8,2.3,,"Rocky Mount in Rocky Mount, North Carolina",513000
willibu01,1985-86,25,New Jersey Nets,NBA,82,37.4,.523,.676,12.0,1.6,0.9,1.2,15.9,15.1,6.8,.106,0.8,2.2,,"Rocky Mount in Rocky Mount, North Carolina",915000
willibu01,1986-87,26,NJN,NBA,82,36.3,.557,.731,12.5,1.6,1.0,1.1,18.0,17.6,7.9,.127,1.6,2.7,,"Rocky Mount in Rocky Mount, North Carolina",
willibu01,1987-88,27,New Jersey Nets,NBA,70,37.7,.560,.668,11.9,1.6,1.0,0.6,18.3,18.2,7.6,.138,1.3,2.2,,"Rocky Mount in Rocky Mount, North Carolina",1315000
willibu01,1988-89,28,New Jersey Nets,NBA,74,33.1,.531,.666,9.4,1.1,0.8,0.5,13.0,14.6,5.2,.101,-0.4,1.0,,"Rocky Mount in Rocky Mount, North Carolina",1365000
willibu01,1989-90,29,Portland Trail Blazers,NBA,82,34.2,.548,.706,9.8,1.4,0.8,0.5,13.6,14.3,8.7,.149,1.8,2.7,,"Rocky Mount in Rocky Mount, North Carolina",1300000
willibu01,1990-91,30,Portland Trail Blazers,NBA,80,32.3,.602,.705,9.4,1.2,0.6,0.6,11.7,14.3,8.5,.158,1.7,2.4,,"Rocky Mount in Rocky Mount, North Carolina",1550000
willibu01,1991-92,31,Portland Trail Blazers,NBA,80,31.5,.604,.754,8.8,1.4,0.8,0.5,11.3,15.0,9.2,.175,2.6,2.9,,"Rocky Mount in Rocky Mount, North Carolina",1700000
willibu01,1992-93,32,Portland Trail Blazers,NBA,82,30.5,.511,.645,8.4,0.9,1.0,0.7,8.3,11.9,6.1,.117,0.3,1.4,,"Rocky Mount in Rocky Mount, North Carolina",1850000
willibu01,1993-94,33,Portland Trail Blazers,NBA,81,32.5,.555,.679,10.4,1.0,0.7,0.6,9.7,14.0,7.9,.143,1.0,2.0,,"Rocky Mount in Rocky Mount, North Carolina",5050000
willibu01,1994-95,34,Portland Trail Blazers,NBA,82,29.5,.512,.673,8.2,1.0,0.8,0.8,9.2,13.6,6.1,.121,0.6,1.6,,"Rocky Mount in Rocky Mount, North Carolina",3200000
willibu01,1995-96,35,Portland Trail Blazers,NBA,70,23.9,.500,.668,5.8,0.6,0.6,0.7,7.3,12.3,3.9,.113,-0.7,0.5,,"Rocky Mount in Rocky Mount, North Carolina",3400000
willibu01,1996-97,36,New York Knicks,NBA,74,20.2,.537,.642,5.4,0.7,0.5,0.5,6.3,13.9,4.8,.155,1.0,1.1,,"Rocky Mount in Rocky Mount, North Carolina",1193000
willibu01,1997-98,37,New York Knicks,NBA,41,18.0,.503,.732,4.5,0.5,0.4,0.4,4.9,12.3,2.1,.135,-0.3,0.3,,"Rocky Mount in Rocky Mount, North Carolina",1431000
