name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",-1.09,1.48,millere01,1987-88,IND,14.0,4.2,.110,0.6,1.2,,NBA,254000,22,82,22.4,.488,.801,2.3,1.6,0.6,0.2,10.0,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+0.68,5.05,millere01,1988-89,IND,15.7,6.5,.124,2.3,2.8,,NBA,404000,23,74,34.3,.479,.844,3.9,3.1,1.3,0.4,16.0,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.44,10.29,millere01,1989-90,IND,20.8,12.1,.182,3.8,4.6,,NBA,,24,82,38.9,.514,.868,3.6,3.8,1.3,0.2,24.6,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.73,10.37,millere01,1990-91,IND,21.2,12.5,.202,4.0,4.5,,NBA,654000,25,82,36.2,.512,.918,3.4,4.0,1.3,0.2,22.6,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.18,9.58,millere01,1991-92,IND,17.6,11.0,.169,2.9,3.8,,NBA,3211000,26,82,38.0,.501,.858,3.9,3.8,1.3,0.3,20.7,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.87,10.58,millere01,1992-93,IND,19.4,11.3,.183,3.8,4.4,,NBA,3211000,27,82,36.0,.479,.880,3.1,3.2,1.5,0.3,21.2,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+3.72,12.90,millere01,1993-94,IND,20.2,11.7,.212,4.1,4.1,,NBA,3011000,28,79,33.4,.503,.908,2.7,3.1,1.5,0.3,19.9,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+3.48,12.63,millere01,1994-95,IND,20.1,11.4,.204,4.3,4.3,All-NBA (3rd),NBA,3210500,29,81,32.9,.462,.897,2.6,3.0,1.2,0.2,19.6,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.86,9.03,millere01,1995-96,IND,20.1,10.3,.188,3.9,3.9,All-NBA (3rd),NBA,3211000,30,76,34.5,.473,.863,2.8,3.3,1.0,0.2,21.1,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+3.13,10.79,millere01,1996-97,IND,20.2,12.3,.200,5.0,5.2,,NBA,11250000,31,81,36.6,.444,.880,3.5,3.4,0.9,0.3,21.6,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+3.09,12.42,millere01,1997-98,IND,19.8,12.0,.206,4.3,4.4,All-NBA (3rd),NBA,9031850,32,81,34.5,.477,.868,2.9,2.1,1.0,0.1,19.5,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.00,6.54,millere01,1998-99,IND,18.7,6.4,.172,3.5,2.5,,NBA,6781000,33,50,35.7,.438,.915,2.7,2.2,0.7,0.2,18.4,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+2.40,12.26,millere01,1999-00,IND,17.3,10.1,.162,3.3,4.0,,NBA,9031850,34,81,36.9,.448,.919,3.0,2.3,1.0,0.3,18.1,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",-0.08,4.98,millere01,2000-01,IND,17.3,10.3,.155,2.4,3.5,,NBA,10670000,35,81,39.3,.440,.928,3.5,3.2,1.0,0.2,18.9,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+0.24,5.28,millere01,2001-02,IND,16.5,9.5,.159,2.9,3.6,,NBA,12045075,36,79,36.6,.453,.911,2.8,3.2,1.1,0.1,16.5,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+1.34,5.73,millere01,2002-03,IND,15.9,7.4,.168,1.9,2.1,,NBA,12046473,37,70,30.2,.441,.900,2.5,2.4,0.9,0.1,12.6,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+4.08,12.10,millere01,2003-04,IND,16.1,8.9,.189,2.9,2.8,,NBA,5000000,38,80,28.2,.438,.885,2.4,3.1,0.8,0.1,10.0,IND
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",false,"Riverside Polytech in Riverside, California",+1.75,6.96,millere01,2004-05,IND,16.6,6.6,.151,1.0,1.6,,NBA,5500000,39,66,31.9,.437,.933,2.4,2.2,0.8,0.1,14.8,IND
