bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
porteho01,1976-77,28,DET,NBA,78,28.2,.483,.858,5.9,0.7,0.6,0.9,13.2,13.6,4.1,.089,-3.2,-0.6,,"Booker in Sarasota, Florida"
porteho01,1977-78,29,"DET,NJN",NBA,63,21.0,.487,.800,4.4,0.7,0.5,0.6,11.8,17.4,3.9,.142,-1.5,0.1,,"Booker in Sarasota, Florida"
