bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
edwarja01,1977-78,22,"LAL,IND",NBA,83,29.0,.453,.646,7.4,1.0,0.6,0.9,15.2,14.7,4.5,.089,-3.0,-0.6,,"Roosevelt in Seattle, Washington",
edwarja01,1978-79,23,IND,NBA,82,31.0,.501,.676,8.5,1.1,0.7,1.3,16.7,16.9,7.1,.133,-0.8,0.8,,"Roosevelt in Seattle, Washington",
edwarja01,1979-80,24,IND,NBA,82,28.2,.512,.681,7.0,1.5,0.7,1.3,15.7,17.6,6.7,.140,-0.7,0.7,,"Roosevelt in Seattle, Washington",
edwarja01,1980-81,25,IND,NBA,81,29.3,.509,.703,7.0,2.6,0.4,1.6,15.6,18.2,7.0,.141,1.5,2.1,,"Roosevelt in Seattle, Washington",
edwarja01,1981-82,26,CLE,NBA,77,33.0,.511,.684,7.5,1.6,0.3,1.5,16.7,15.8,4.3,.080,-0.6,0.9,,"Roosevelt in Seattle, Washington",
edwarja01,1982-83,27,"CLE,PHO",NBA,31,21.5,.487,.639,5.0,1.3,0.4,0.6,10.5,14.5,1.4,.098,-2.2,0.0,,"Roosevelt in Seattle, Washington",
edwarja01,1983-84,28,PHO,NBA,72,26.3,.536,.720,4.8,2.6,0.3,0.4,14.7,16.2,4.4,.112,-0.4,0.8,,"Roosevelt in Seattle, Washington",
edwarja01,1984-85,29,Phoenix Suns,NBA,70,25.5,.501,.746,5.5,2.2,0.4,0.7,14.9,15.8,3.7,.099,-1.1,0.4,,"Roosevelt in Seattle, Washington",406000
edwarja01,1985-86,30,Phoenix Suns,NBA,52,25.3,.542,.702,5.8,1.4,0.4,0.6,16.3,16.7,3.0,.110,-2.1,0.0,,"Roosevelt in Seattle, Washington",500000
edwarja01,1986-87,31,PHO,NBA,14,21.7,.518,.771,4.3,1.4,0.4,0.5,12.0,17.0,1.0,.157,-0.9,0.1,,"Roosevelt in Seattle, Washington",
edwarja01,1987-88,32,Detroit Pistons,NBA,69,24.7,.470,.654,6.0,1.1,0.2,0.5,11.8,12.1,1.5,.042,-4.2,-1.0,,"Roosevelt in Seattle, Washington",600000
edwarja01,1987-88,32,Detroit Pistons,NBA,43,32.0,.469,.635,7.8,1.7,0.3,0.7,15.7,12.4,0.8,.029,-3.9,-0.7,,"Roosevelt in Seattle, Washington",600000
edwarja01,1987-88,32,Detroit Pistons,NBA,26,12.6,.475,.738,3.0,0.2,0.1,0.2,5.4,10.7,0.7,.098,-5.7,-0.3,,"Roosevelt in Seattle, Washington",600000
edwarja01,1988-89,33,Detroit Pistons,NBA,76,16.5,.500,.686,3.0,0.6,0.1,0.4,7.3,11.6,2.8,.109,-2.4,-0.1,,"Roosevelt in Seattle, Washington",800000
edwarja01,1989-90,34,DET,NBA,82,27.8,.498,.749,4.2,0.8,0.3,0.5,14.5,13.3,5.6,.117,-2.4,-0.2,,"Roosevelt in Seattle, Washington",
edwarja01,1990-91,35,Detroit Pistons,NBA,72,26.4,.484,.729,3.8,0.9,0.2,0.4,13.6,12.7,3.5,.088,-3.1,-0.6,,"Roosevelt in Seattle, Washington",935000
edwarja01,1991-92,36,Los Angeles Clippers,NBA,72,20.0,.465,.731,2.8,0.7,0.3,0.5,9.7,11.7,2.8,.094,-4.0,-0.7,,"Roosevelt in Seattle, Washington",933000
edwarja01,1992-93,37,Los Angeles Lakers,NBA,52,11.9,.452,.712,1.9,0.8,0.2,0.1,6.3,11.2,0.4,.030,-6.6,-0.7,,"Roosevelt in Seattle, Washington",1000000
edwarja01,1993-94,38,Los Angeles Lakers,NBA,45,10.4,.464,.684,1.4,0.5,0.1,0.1,4.7,9.1,0.3,.028,-8.1,-0.7,,"Roosevelt in Seattle, Washington",1300000
edwarja01,1994-95,39,Portland Trail Blazers,NBA,28,9.5,.386,.647,1.5,0.3,0.2,0.3,2.7,5.4,0.0,.002,-7.1,-0.3,,"Roosevelt in Seattle, Washington",325000
edwarja01,1995-96,40,Chicago Bulls,NBA,28,9.8,.373,.615,1.4,0.4,0.0,0.3,3.5,3.5,-0.2,-0.028,-9.5,-0.5,,"Roosevelt in Seattle, Washington",225000
