bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
johnsjo01,1970-71,23,CLE,NBA,67,34.5,.422,,.422,.422,.805,6.8,4.8,,,16.6,15.4,2.1,.044,,,
johnsjo01,1971-72,24,CLE,NBA,82,37.1,.433,,.433,.433,.785,7.7,5.1,,,17.0,15.4,4.6,.073,,,
johnsjo01,1972-73,25,CLE,NBA,82,34.3,.430,,.430,.430,.734,6.7,3.8,,,14.4,13.8,4.3,.073,,,
johnsjo01,1973-74,26,POR,NBA,69,33.1,.464,,.464,.464,.812,7.5,4.1,1.0,0.4,16.4,16.8,4.0,.083,0.6,1.5,
johnsjo01,1974-75,27,POR,NBA,80,31.8,.487,,.487,.487,.784,6.3,3.0,0.9,0.5,16.1,16.7,6.2,.116,1.0,1.9,
johnsjo01,1975-76,28,"POR,HOU",NBA,76,22.3,.453,,.453,.453,.774,4.4,2.9,0.8,0.5,9.9,15.2,2.5,.070,-0.9,0.5,
johnsjo01,1976-77,29,HOU,NBA,79,22.0,.458,,.458,.458,.712,3.4,2.1,0.6,0.3,9.3,13.0,2.3,.064,-1.9,0.1,
johnsjo01,1977-78,30,"HOU,SEA",NBA,77,23.7,.415,,.415,.415,.751,4.0,2.7,0.6,0.2,10.6,11.9,2.1,.055,-2.2,-0.1,
johnsjo01,1978-79,31,SEA,NBA,82,29.1,.434,,.434,.434,.760,5.0,4.4,0.7,0.3,11.0,11.2,2.7,.053,-1.0,0.6,
johnsjo01,1979-80,32,SEA,NBA,81,31.3,.488,,.488,.488,.801,5.3,5.2,0.9,0.4,11.3,13.3,4.9,.093,0.9,1.9,
johnsjo01,1980-81,33,SEA,NBA,80,29.1,.431,.000,.431,.431,.808,4.5,3.9,0.7,0.3,11.5,11.3,1.2,.025,-1.7,0.2,
johnsjo01,1981-82,34,SEA,NBA,14,13.4,.489,,.489,.489,.750,1.3,2.1,0.3,0.2,4.2,9.8,0.2,.062,-4.5,-0.1,
