bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
cookje01,1979-80,23,PHO,NBA,66,13.7,.469,.806,3.7,1.3,0.4,0.3,5.5,14.4,2.4,.126,-0.2,0.4,,"Edgewood in West Covina, California",
cookje01,1980-81,24,PHO,NBA,79,27.7,.464,.645,5.9,2.5,1.0,0.7,8.5,11.2,4.5,.098,0.8,1.6,,"Edgewood in West Covina, California",
cookje01,1981-82,25,PHO,NBA,76,17.1,.422,.664,4.0,1.3,0.5,0.3,5.1,10.2,2.0,.073,-2.0,0.0,,"Edgewood in West Covina, California",
cookje01,1982-83,26,"PHO,CLE",NBA,75,17.8,.487,.760,4.5,1.4,0.5,0.4,5.0,11.3,2.2,.078,-0.5,0.5,,"Edgewood in West Covina, California",
cookje01,1983-84,27,CLE,NBA,81,24.1,.486,.723,6.0,1.5,0.8,0.6,5.8,11.2,3.7,.090,1.0,1.5,,"Edgewood in West Covina, California",
cookje01,1984-85,28,Cleveland Cavaliers,NBA,72,17.9,.495,.734,4.4,0.9,0.4,0.3,4.5,9.6,2.3,.085,-0.7,0.4,,"Edgewood in West Covina, California",142000
cookje01,1984-85,28,Cleveland Cavaliers,NBA,18,24.4,.438,.630,5.8,1.3,0.3,0.5,6.1,8.8,0.5,.056,-1.3,0.1,,"Edgewood in West Covina, California",142000
cookje01,1984-85,28,Cleveland Cavaliers,NBA,54,15.7,.529,.811,3.9,0.7,0.5,0.3,4.0,10.0,1.8,.100,-0.3,0.4,,"Edgewood in West Covina, California",142000
cookje01,1985-86,29,San Antonio Spurs,NBA,36,10.4,.425,.643,2.4,0.6,0.4,0.3,2.5,9.3,0.6,.080,-1.6,0.0,,"Edgewood in West Covina, California",150566
cookje01,1985-86,29,San Antonio Spurs,NBA,34,10.5,.418,.634,2.4,0.6,0.4,0.3,2.4,9.4,0.7,.088,-0.9,0.1,,"Edgewood in West Covina, California",150566
cookje01,1985-86,29,San Antonio Spurs,NBA,2,8.5,.500,1.000,2.5,0.0,0.0,0.0,3.5,6.8,0.0,-0.075,-15.8,-0.1,,"Edgewood in West Covina, California",150566
cookje01,1986-87,30,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,"Edgewood in West Covina, California",
cookje01,1987-88,31,Phoenix Suns,NBA,33,10.9,.237,.821,3.2,0.4,0.3,0.2,1.5,5.7,0.1,.017,-4.8,-0.3,,"Edgewood in West Covina, California",175000
