bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
willigu01,1976-77,23,GSW,NBA,82,23.5,.464,.747,2.8,3.6,1.5,0.2,9.3,14.2,3.6,.088,0.2,1.1,,"Mount Vernon in Mount Vernon, New York",
willigu01,1977-78,24,SEA,NBA,79,32.6,.451,.817,3.2,3.7,2.3,0.5,18.1,18.1,7.7,.143,2.4,2.8,,"Mount Vernon in Mount Vernon, New York",
willigu01,1978-79,25,SEA,NBA,76,29.8,.495,.775,3.2,4.0,2.1,0.4,19.2,21.1,8.3,.175,4.0,3.4,,"Mount Vernon in Mount Vernon, New York",
willigu01,1979-80,26,SEA,NBA,82,36.2,.482,.788,3.4,4.8,2.4,0.5,22.1,20.6,11.6,.187,4.1,4.5,All-NBA (2nd),"Mount Vernon in Mount Vernon, New York",
willigu01,1980-81,27,Did Not Play (holdout),,,,,,,,,,,,,,,,,"Mount Vernon in Mount Vernon, New York",
willigu01,1981-82,28,SEA,NBA,80,36.0,.486,.734,3.1,6.9,2.2,0.5,23.4,21.8,10.2,.171,4.2,4.5,All-NBA (1st),"Mount Vernon in Mount Vernon, New York",
willigu01,1982-83,29,SEA,NBA,80,34.5,.477,.751,2.6,8.0,2.3,0.3,20.0,20.5,8.5,.148,2.7,3.3,,"Mount Vernon in Mount Vernon, New York",
willigu01,1983-84,30,SEA,NBA,80,35.2,.458,.750,2.6,8.4,2.4,0.3,18.7,18.9,5.9,.101,1.3,2.4,,"Mount Vernon in Mount Vernon, New York",
willigu01,1984-85,31,Washington Bullets,NBA,79,37.5,.430,.725,2.5,7.7,2.3,0.4,20.0,17.3,5.1,.083,1.0,2.3,,"Mount Vernon in Mount Vernon, New York",730000
willigu01,1985-86,32,Washington Bullets,NBA,77,29.7,.428,.734,2.2,5.9,1.2,0.2,13.5,15.0,2.8,.060,-1.5,0.3,,"Mount Vernon in Mount Vernon, New York",790000
willigu01,1986-87,33,ATL,NBA,33,14.6,.363,.675,1.2,4.2,0.5,0.2,4.2,9.6,0.1,.007,-4.9,-0.4,,"Mount Vernon in Mount Vernon, New York",
