bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
mcguido01,2007-08,22,Washington Wizards,NBA,70,9.9,.379,.438,2.0,0.6,0.3,0.4,1.3,6.6,0.0,-0.003,-3.1,-0.2,,427163
mcguido01,2008-09,23,Washington Wizards,NBA,79,26.2,.432,.725,5.4,2.5,0.8,0.9,4.5,10.8,1.7,.040,-0.5,0.8,,711517
mcguido01,2009-10,24,Sacramento Kings,NBA,51,6.0,.365,.000,1.5,0.2,0.1,0.1,0.7,3.8,-0.2,-0.038,-6.9,-0.4,,825497
mcguido01,2009-10,24,Sacramento Kings,NBA,41,5.9,.375,.000,1.5,0.2,0.1,0.1,0.7,4.2,-0.1,-0.015,-6.2,-0.3,,825497
mcguido01,2009-10,24,Sacramento Kings,NBA,10,6.7,.333,.000,1.8,0.3,0.1,0.1,0.8,2.4,-0.2,-0.122,-9.1,-0.1,,825497
mcguido01,2010-11,25,Charlotte Bobcats,NBA,52,14.6,.396,.769,3.8,0.8,0.2,0.6,3.3,10.4,0.9,.059,-2.5,-0.1,,884120
mcguido01,2011-12,26,Golden State Warriors,NBA,64,17.6,.448,.736,3.8,1.7,0.7,0.6,3.5,11.8,1.5,.062,-0.4,0.4,,915852
mcguido01,2012-13,27,Toronto Raptors,NBA,26,14.9,.429,.300,3.0,0.8,0.5,0.4,2.0,7.7,0.3,.035,-1.9,0.0,,181018
mcguido01,2012-13,27,Toronto Raptors,NBA,15,15.3,.469,.333,3.2,0.7,0.3,0.5,2.1,7.5,0.2,.045,-2.3,0.0,,181018
mcguido01,2012-13,27,Toronto Raptors,NBA,9,16.1,.429,.500,3.1,1.0,0.9,0.3,2.1,9.1,0.1,.043,-0.4,0.1,,181018
mcguido01,2012-13,27,Toronto Raptors,NBA,2,6.0,.000,.000,1.0,0.5,0.0,0.0,0.0,-6.0,-0.1,-0.239,-13.3,0.0,,181018
