bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
shumpim01,2011-12,21,New York Knicks,NBA,59,28.9,.401,.798,3.2,2.8,1.7,0.1,9.5,10.8,2.4,.068,0.1,0.9,,1563120,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2012-13,22,New York Knicks,NBA,45,22.1,.396,.766,3.0,1.7,1.0,0.2,6.8,11.7,1.9,.094,0.6,0.7,,1680360,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2013-14,23,New York Knicks,NBA,74,26.5,.378,.746,4.2,1.7,1.2,0.2,6.7,9.6,2.0,.048,-0.1,0.9,,1703760,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2014-15,24,Cleveland Cavaliers,NBA,62,24.9,.410,.672,3.6,2.2,1.3,0.3,8.0,11.4,1.5,.047,-0.4,0.6,,2616975,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2014-15,24,Cleveland Cavaliers,NBA,24,26.0,.409,.676,3.4,3.3,1.3,0.1,9.3,11.9,0.3,.020,-1.9,0.0,,2616975,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2014-15,24,Cleveland Cavaliers,NBA,38,24.2,.410,.667,3.8,1.5,1.3,0.3,7.2,11.1,1.2,.065,0.6,0.6,,2616975,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2015-16,25,Cleveland Cavaliers,NBA,54,24.4,.374,.784,3.8,1.7,1.0,0.4,5.8,8.4,1.7,.063,-0.2,0.6,,9000000,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2016-17,26,Cleveland Cavaliers,NBA,76,25.5,.411,.789,2.9,1.4,0.8,0.4,7.5,9.0,2.0,.050,-1.3,0.3,,9700000,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2017-18,27,Sacramento Kings,NBA,14,19.7,.379,.733,2.9,1.2,0.6,0.3,4.4,6.4,0.0,-0.006,-4.0,-0.1,,10337079,"Oak Park and River Forest in Oak Park, Illinois"
shumpim01,2018-19,28,SAC,NBA,4,22.0,.581,.857,2.5,1.8,1.3,0.5,13.0,22.1,0.4,.195,6.6,0.2,,,"Oak Park and River Forest in Oak Park, Illinois"
