bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
brookma01,2011-12,23,New Jersey Nets,NBA,56,29.4,.428,.764,3.6,2.3,0.9,0.3,12.6,12.9,0.8,.022,-2.5,-0.2,,1110120
brookma01,2012-13,24,Brooklyn Nets,NBA,73,12.5,.463,.734,1.4,1.0,0.5,0.2,5.4,13.5,1.3,.068,-2.2,0.0,,1193280
brookma01,2013-14,25,Boston Celtics,NBA,35,9.0,.456,.727,1.5,0.7,0.4,0.1,4.5,15.5,0.4,.060,-3.7,-0.1,,1210080
brookma01,2013-14,25,Boston Celtics,NBA,10,7.3,.375,.786,1.9,0.4,0.1,0.1,3.1,10.7,0.0,.017,-8.3,-0.1,,1210080
brookma01,2013-14,25,Boston Celtics,NBA,7,2.1,.385,.750,0.7,0.0,0.1,0.0,1.9,24.3,0.0,.087,-18.4,-0.1,,1210080
brookma01,2013-14,25,Boston Celtics,NBA,18,12.7,.489,.692,1.7,1.2,0.7,0.2,6.4,16.5,0.3,.072,-1.3,0.0,,1210080
brookma01,2014-15,26,Did Not Play,,,,,,,,,,,,,,,,,
brookma01,2015-16,27,Did Not Play,,,,,,,,,,,,,,,,,
brookma01,2016-17,28,Did Not Play,,,,,,,,,,,,,,,,,
brookma01,2017-18,29,Memphis Grizzlies,NBA,7,27.6,.500,.870,3.1,3.6,1.6,0.4,20.1,26.3,0.7,.181,4.4,0.3,,86119
