name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-2.18,0.08,krystla01,1986-87,SAS,13.0,1.4,.069,-3.6,-0.4,,22,NBA,68,14.8,.456,.743,3.5,1.3,0.3,0.2,6.6,SAS,
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-2.31,-0.01,krystla01,1987-88,MIL,11.1,2.1,.096,-1.7,0.1,,23,NBA,50,21.0,.481,.811,4.6,1.0,0.4,0.2,7.2,MIL,125000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",+0.18,4.52,krystla01,1988-89,MIL,14.2,6.3,.122,0.0,1.3,,24,NBA,80,30.9,.473,.823,7.6,1.3,1.2,0.1,12.7,MIL,145000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-2.71,-0.11,krystla01,1989-90,MIL,7.6,0.1,.010,-5.5,-0.3,,25,NBA,16,23.8,.364,.788,4.8,1.6,0.6,0.1,7.0,MIL,
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",,,krystla01,1990-91,Did Not Play (injury),,,,,,,26,NBA,,,,,,,,,,Did Not Play (injury),605000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-2.53,-0.24,krystla01,1991-92,MIL,11.4,1.8,.046,-3.3,-0.6,,27,NBA,79,23.4,.444,.757,5.4,1.4,0.7,0.2,9.0,MIL,605000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-1.76,0.49,krystla01,1992-93,UTA,11.7,2.6,.090,-2.0,0.0,,28,NBA,71,19.2,.466,.796,3.9,1.0,0.6,0.2,7.2,UTA,605000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-2.55,-0.13,krystla01,1993-94,ORL,8.9,1.0,.068,-2.7,-0.1,,29,NBA,34,20.1,.480,.795,3.6,1.0,0.4,0.1,5.1,ORL,644000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",-1.62,0.12,krystla01,1994-95,CHI,9.5,0.3,.051,-3.9,-0.1,,30,NBA,19,15.1,.389,.900,3.1,1.4,0.5,0.1,4.4,CHI,515000
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",,,krystla01,1995-96,Did Not Play (other pro league—France),,,,,,,31,,,,,,,,,,,Did Not Play (other pro league—France),
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false,"Big Sky in Missoula, Montana",+0.14,0.02,krystla01,1996-97,LAL,27.2,0.1,.315,14.5,0.0,,32,NBA,3,3.7,.500,.500,1.7,1.0,0.7,0.0,1.0,LAL,
