bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
simpsra01,1970-71,21,DNR,ABA,81,22.5,.415,.283,.423,.423,.754,2.9,2.1,,,14.2,14.4,1.1,.029,,,
simpsra01,1971-72,22,DNR,ABA,84,35.8,.460,.136,.464,.461,.805,4.7,3.1,,,27.4,20.0,7.2,.115,,,All-ABA (2nd)
simpsra01,1972-73,23,DNR,ABA,81,32.0,.438,.208,.442,.440,.757,4.6,2.7,1.6,,23.3,19.6,4.2,.078,,,All-ABA (2nd)
simpsra01,1973-74,24,DNR,ABA,75,29.9,.428,.083,.434,.429,.754,4.3,2.5,1.4,0.2,18.7,15.4,2.3,.050,-1.2,0.5,
simpsra01,1974-75,25,DNA,ABA,82,34.9,.505,.083,.509,.505,.754,4.8,5.4,2.0,0.2,20.6,17.3,7.2,.120,1.8,2.7,
simpsra01,1975-76,26,DNA,ABA,84,37.2,.511,.167,.518,.513,.780,5.4,7.1,1.8,0.3,18.0,15.7,6.3,.097,1.2,2.5,All-ABA (1st)
simpsra01,1976-77,27,DET,NBA,77,20.7,.427,,.427,.427,.708,2.4,2.3,0.9,0.1,11.0,14.4,1.2,.037,-3.3,-0.5,
simpsra01,1977-78,28,"DET,DEN",NBA,64,20.7,.375,,.375,.375,.817,2.5,2.5,1.2,0.1,8.1,10.1,-0.2,-0.007,-4.3,-0.8,
simpsra01,1978-79,29,"PHI,NJN",NBA,69,14.2,.402,,.402,.402,.685,1.4,1.8,0.5,0.1,6.1,9.7,-0.2,-0.010,-6.0,-1.0,
simpsra01,1979-80,30,NJN,NBA,8,10.1,.383,.000,.400,.383,.500,1.4,1.8,1.1,0.0,5.1,12.6,-0.1,-0.064,-3.0,0.0,
