bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
amundlo01,2006-07,24,Philadelphia 76ers,NBA,11,8.1,.400,.400,2.5,0.1,0.1,0.7,1.5,9.6,0.1,.039,-4.1,0.0,,105696,"Monarch in Louisville, Colorado"
amundlo01,2006-07,24,Philadelphia 76ers,NBA,1,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-5.1,0.0,,105696,"Monarch in Louisville, Colorado"
amundlo01,2006-07,24,Philadelphia 76ers,NBA,10,8.7,.400,.400,2.8,0.1,0.1,0.8,1.6,9.8,0.1,.040,-4.1,0.0,,105696,"Monarch in Louisville, Colorado"
amundlo01,2007-08,25,Philadelphia 76ers,NBA,16,4.0,.500,.286,0.8,0.0,0.1,0.1,1.1,7.4,0.1,.043,-8.8,-0.1,,687456,"Monarch in Louisville, Colorado"
amundlo01,2008-09,26,Phoenix Suns,NBA,76,13.7,.536,.442,3.6,0.4,0.4,0.9,4.2,13.3,1.8,.082,-0.5,0.4,,797581,"Monarch in Louisville, Colorado"
amundlo01,2009-10,27,Phoenix Suns,NBA,79,14.8,.551,.545,4.4,0.4,0.3,0.9,4.7,14.4,2.9,.118,0.4,0.7,,855189,"Monarch in Louisville, Colorado"
amundlo01,2010-11,28,Golden State Warriors,NBA,46,15.0,.454,.391,4.0,0.4,0.3,0.7,4.3,11.5,0.6,.044,-4.9,-0.5,,2225000,"Monarch in Louisville, Colorado"
amundlo01,2011-12,29,Indiana Pacers,NBA,60,12.6,.430,.427,3.7,0.2,0.5,0.7,3.6,11.5,1.0,.062,-2.7,-0.1,,2403000,"Monarch in Louisville, Colorado"
amundlo01,2012-13,30,Minnesota Timberwolves,NBA,39,9.5,.395,.333,2.7,0.3,0.4,0.3,1.9,9.3,0.1,.019,-3.3,-0.1,,1069509,"Monarch in Louisville, Colorado"
amundlo01,2012-13,30,Minnesota Timberwolves,NBA,20,8.1,.368,.200,2.4,0.2,0.4,0.3,1.6,6.3,-0.1,-0.038,-5.9,-0.2,,1069509,"Monarch in Louisville, Colorado"
amundlo01,2012-13,30,Minnesota Timberwolves,NBA,1,2.0,.000,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.274,-21.1,0.0,,1069509,"Monarch in Louisville, Colorado"
amundlo01,2012-13,30,Minnesota Timberwolves,NBA,18,11.6,.429,.500,3.2,0.4,0.5,0.3,2.4,11.7,0.3,.065,-1.1,0.0,,1069509,"Monarch in Louisville, Colorado"
amundlo01,2013-14,31,"NOP,CHI",NBA,19,9.7,.500,.250,2.9,0.3,0.5,0.6,2.0,9.1,0.1,.024,-1.3,0.0,,,"Monarch in Louisville, Colorado"
amundlo01,2014-15,32,New York Knicks,NBA,53,17.7,.427,.471,5.1,1.3,0.4,1.0,4.9,11.8,0.3,.017,-2.0,0.0,,409167,"Monarch in Louisville, Colorado"
amundlo01,2014-15,32,New York Knicks,NBA,12,6.6,.333,.600,1.7,0.4,0.1,0.0,0.9,3.8,0.0,-0.011,-6.3,-0.1,,409167,"Monarch in Louisville, Colorado"
amundlo01,2014-15,32,New York Knicks,NBA,41,20.9,.432,.463,6.0,1.6,0.5,1.3,6.0,12.5,0.4,.020,-1.6,0.1,,409167,"Monarch in Louisville, Colorado"
amundlo01,2015-16,33,New York Knicks,NBA,29,7.0,.358,.519,1.7,0.4,0.2,0.2,1.8,6.7,-0.1,-0.014,-5.0,-0.2,,1650000,"Monarch in Louisville, Colorado"
