bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
hayesel01,1968-69,23,SDR,NBA,82,45.1,.447,,.447,.447,.626,17.1,1.4,,,28.4,18.9,9.6,.124,,,
hayesel01,1969-70,24,SDR,NBA,82,44.7,.452,,.452,.452,.688,16.9,2.0,,,27.5,18.3,8.5,.111,,,
hayesel01,1970-71,25,SDR,NBA,82,44.3,.428,,.428,.428,.672,16.6,2.3,,,28.7,19.4,7.8,.102,,,
hayesel01,1971-72,26,HOU,NBA,82,42.2,.434,,.434,.434,.649,14.6,3.3,,,25.2,19.4,7.3,.101,,,
hayesel01,1972-73,27,BAL,NBA,81,41.3,.444,,.444,.444,.671,14.5,1.6,,,21.2,17.5,7.6,.109,,,All-NBA (2nd)
hayesel01,1973-74,28,CAP,NBA,81,44.5,.423,,.423,.423,.721,18.1,2.0,1.1,3.0,21.4,18.2,10.6,.142,1.2,3.0,All-NBA (2nd)
hayesel01,1974-75,29,WSB,NBA,82,42.3,.443,,.443,.443,.766,12.2,2.5,1.9,2.3,23.0,19.0,12.5,.173,3.2,4.6,All-NBA (1st)
hayesel01,1975-76,30,WSB,NBA,80,37.2,.470,,.470,.470,.628,11.0,1.5,1.3,2.5,19.8,18.4,8.1,.131,0.7,2.0,All-NBA (2nd)
hayesel01,1976-77,31,WSB,NBA,82,41.0,.501,,.501,.501,.687,12.5,1.9,1.1,2.7,23.7,19.8,12.1,.173,3.4,4.6,All-NBA (1st)
hayesel01,1977-78,32,WSB,NBA,81,40.1,.451,,.451,.451,.634,13.3,1.8,1.2,2.0,19.7,17.1,8.3,.123,1.3,2.7,
hayesel01,1978-79,33,WSB,NBA,82,37.9,.487,,.487,.487,.654,12.1,1.7,0.9,2.3,21.8,19.1,9.4,.146,1.7,2.9,All-NBA (1st)
hayesel01,1979-80,34,WSB,NBA,81,39.3,.454,.231,.456,.455,.699,11.1,1.6,0.8,2.3,23.0,17.2,6.2,.094,-0.4,1.3,
hayesel01,1980-81,35,WSB,NBA,81,36.2,.451,.000,.454,.451,.617,9.7,1.2,0.8,2.1,17.8,14.9,5.1,.083,-0.4,1.2,
hayesel01,1981-82,36,HOU,NBA,82,37.0,.472,.000,.474,.472,.664,9.1,1.8,0.8,1.3,16.1,14.4,5.1,.081,-0.2,1.4,
hayesel01,1982-83,37,HOU,NBA,81,28.4,.476,.500,.476,.478,.683,7.6,2.0,0.6,1.0,12.9,14.7,2.4,.050,-1.3,0.4,
hayesel01,1983-84,38,HOU,NBA,81,12.3,.406,.000,.408,.406,.652,3.2,0.9,0.2,0.3,5.0,10.3,0.2,.010,-5.1,-0.8,
