name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",-3.39,-2.05,duranke01,2007-08,SEA,15.8,2.3,.040,-1.4,0.4,,NBA,4171200,19,80,34.6,.430,.873,4.4,2.4,1.0,0.9,20.3,SEA
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",-1.85,0.85,duranke01,2008-09,OKC,20.8,7.9,.132,1.8,2.8,,NBA,4484040,20,74,39.0,.476,.863,6.5,2.8,1.3,0.7,25.3,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+6.36,19.45,duranke01,2009-10,OKC,26.2,16.1,.238,5.1,5.8,All-NBA (1st),NBA,4796880,21,82,39.5,.476,.900,7.6,2.8,1.4,1.0,30.1,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+3.46,14.31,duranke01,2010-11,OKC,23.6,12.0,.189,2.9,3.7,All-NBA (1st),NBA,6053663,22,78,38.9,.462,.880,6.8,2.7,1.1,1.0,27.7,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+3.92,14.15,duranke01,2011-12,OKC,26.2,12.2,.230,5.2,4.6,All-NBA (1st),NBA,15506632,23,66,38.6,.496,.860,8.0,3.5,1.3,1.2,28.0,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+5.93,19.41,duranke01,2012-13,OKC,28.3,18.9,.291,7.7,7.6,All-NBA (1st),NBA,16669630,24,81,38.5,.510,.905,7.9,4.6,1.4,1.3,28.1,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+5.59,20.30,duranke01,2013-14,OKC,29.8,19.2,.295,8.8,8.5,All-NBA (1st),NBA,17832627,25,81,38.5,.503,.873,7.4,5.5,1.3,0.7,32.0,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+4.34,4.08,duranke01,2014-15,OKC,27.6,4.8,.252,6.1,1.9,,NBA,18995624,26,27,33.8,.510,.854,6.6,4.1,0.9,0.9,25.4,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+5.96,17.61,duranke01,2015-16,OKC,28.2,14.5,.270,7.9,6.4,All-NBA (2nd),NBA,20158622,27,72,35.8,.505,.898,8.2,5.0,1.0,1.2,28.2,OKC
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+6.18,13.86,duranke01,2016-17,GSW,27.6,12.0,.278,8.0,5.2,All-NBA (2nd),NBA,26540100,28,62,33.4,.537,.875,8.3,4.8,1.1,1.6,25.1,GSW
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",+4.67,14.08,duranke01,2017-18,GSW,26.0,10.4,.215,5.6,4.5,All-NBA (1st),NBA,25000000,29,68,34.2,.516,.889,6.8,5.4,0.7,1.8,26.4,GSW
Kevin Durant,/players/d/duranke01.html,2008,2019,University of Texas at Austin,true,"Montrose Christian School in Rockville, Maryland",,,duranke01,2018-19,GSW,24.7,0.8,.212,4.5,0.3,,NBA,,30,5,34.8,.520,.935,8.0,6.0,1.0,0.8,27.4,GSW
