bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
pattepa01,2010-11,21,Houston Rockets,NBA,52,16.7,.558,.714,3.8,0.8,0.3,0.7,6.3,16.7,2.4,.134,0.5,0.5,,1823280
pattepa01,2011-12,22,Houston Rockets,NBA,64,23.2,.440,.702,4.5,0.8,0.4,0.6,7.7,11.5,1.6,.052,-2.9,-0.3,,1959960
pattepa01,2012-13,23,Sacramento Kings,NBA,71,25.0,.512,.762,4.7,1.1,0.4,0.6,10.4,15.2,4.1,.111,-0.2,0.8,,2096760
pattepa01,2012-13,23,Sacramento Kings,NBA,47,25.9,.519,.755,4.7,1.1,0.4,0.6,11.6,15.5,3.0,.120,-0.2,0.6,,2096760
pattepa01,2012-13,23,Sacramento Kings,NBA,24,23.2,.494,.786,4.8,1.3,0.5,0.5,8.0,14.5,1.0,.090,-0.3,0.2,,2096760
pattepa01,2013-14,24,Sacramento Kings,NBA,65,23.6,.460,.704,5.3,1.2,0.8,0.6,8.5,14.6,3.8,.118,1.5,1.3,,3105302
pattepa01,2013-14,24,Sacramento Kings,NBA,17,24.4,.410,.563,5.8,0.9,0.8,0.2,6.9,10.3,0.4,.042,-2.1,0.0,,3105302
pattepa01,2013-14,24,Sacramento Kings,NBA,48,23.3,.477,.745,5.1,1.3,0.9,0.7,9.1,16.2,3.4,.147,2.8,1.4,,3105302
pattepa01,2014-15,25,Toronto Raptors,NBA,81,26.6,.449,.788,5.3,1.9,0.7,0.5,8.0,14.6,6.1,.137,3.2,2.8,,5831326
pattepa01,2015-16,26,Toronto Raptors,NBA,79,25.6,.414,.853,4.3,1.2,0.7,0.4,6.9,10.6,3.6,.086,1.0,1.5,,6268675
pattepa01,2016-17,27,Toronto Raptors,NBA,65,24.6,.401,.717,4.5,1.2,0.6,0.4,6.8,10.8,3.3,.100,0.9,1.2,,6050000
pattepa01,2017-18,28,Oklahoma City Thunder,NBA,82,15.5,.398,.870,2.4,0.7,0.6,0.3,3.9,10.0,2.6,.098,-1.3,0.2,,5192000
pattepa01,2018-19,29,OKC,NBA,3,17.0,.263,.750,3.0,0.0,0.7,1.0,5.3,8.9,0.0,-0.002,-5.3,0.0,,
