bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
laceysa01,1970-71,22,CIN,NBA,81,32.7,.418,,.418,.418,.687,11.3,1.4,,,13.5,12.5,1.2,.023,,,
laceysa01,1971-72,23,CIN,NBA,81,35.0,.422,,.422,.422,.704,12.0,2.1,,,11.6,12.1,0.3,.004,,,
laceysa01,1972-73,24,KCO,NBA,79,37.1,.474,,.474,.474,.708,11.8,2.4,,,13.5,13.8,2.7,.044,,,
laceysa01,1973-74,25,KCO,NBA,79,39.3,.476,,.476,.476,.749,13.4,3.8,1.6,2.3,14.2,17.5,7.7,.119,4.3,4.9,
laceysa01,1974-75,26,KCO,NBA,81,41.7,.427,,.427,.427,.754,14.2,5.3,1.7,2.1,11.5,15.3,7.4,.105,3.7,4.9,
laceysa01,1975-76,27,KCK,NBA,81,38.1,.401,,.401,.401,.759,12.6,4.7,1.6,1.7,12.8,15.5,5.0,.079,2.2,3.3,
laceysa01,1976-77,28,KCK,NBA,82,31.6,.422,,.422,.422,.762,9.0,4.7,1.5,1.6,10.6,15.8,5.6,.104,3.7,3.7,
laceysa01,1977-78,29,KCK,NBA,77,27.7,.449,,.449,.449,.717,8.3,3.9,1.6,1.4,8.6,15.2,4.3,.098,3.3,2.9,
laceysa01,1978-79,30,KCK,NBA,82,32.0,.502,,.502,.502,.739,8.6,5.2,1.3,1.7,10.6,15.3,6.5,.119,4.4,4.2,
laceysa01,1979-80,31,KCK,NBA,81,29.8,.448,.000,.448,.448,.741,8.0,5.7,1.4,1.3,9.2,14.9,5.6,.112,3.9,3.6,
laceysa01,1980-81,32,KCK,NBA,82,27.2,.442,.200,.444,.443,.786,7.1,4.9,1.2,1.5,6.9,13.5,4.0,.086,2.5,2.5,
laceysa01,1981-82,33,"KCK,NJN",NBA,56,12.0,.435,.000,.438,.435,.730,1.9,1.4,0.4,0.7,2.9,7.4,0.6,.041,-2.4,-0.1,
laceysa01,1982-83,34,CLE,NBA,60,20.5,.420,.222,.427,.424,.784,3.9,2.0,0.5,0.4,4.2,6.5,-0.1,-0.004,-2.8,-0.2,
