name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Salary,Lg,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Amile Jefferson,/players/j/jeffeam01.html,2019,2019,Duke University,true,"Friends' Central in Wynnewood, Pennsylvania",,,jeffeam01,2018-19,ORL,21.1,0.4,.258,2.1,0.1,,,NBA,25,12,5.7,.625,.875,1.8,0.3,0.3,0.3,2.3,ORL
