name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-1.43,0.96,davisjo01,1976-77,POR,12.8,2.5,.084,-3.0,-0.4,,21,NBA,79,18.4,.441,.794,1.6,1.9,0.5,0.1,8.0,POR,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-0.39,3.02,davisjo01,1977-78,POR,12.1,4.3,.094,-1.1,0.5,,22,NBA,82,26.7,.454,.828,2.1,2.6,1.0,0.2,10.7,POR,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-0.59,3.37,davisjo01,1978-79,IND,14.7,5.2,.083,-1.2,0.6,,23,NBA,79,37.6,.456,.793,2.4,5.7,1.2,0.3,18.3,IND,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-1.22,2.07,davisjo01,1979-80,IND,13.6,4.4,.073,-2.3,-0.2,,24,NBA,82,35.5,.428,.864,2.8,5.4,1.3,0.3,15.9,IND,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",+0.23,4.44,davisjo01,1980-81,IND,15.2,5.7,.107,-1.1,0.6,,25,NBA,76,33.4,.465,.796,2.2,6.3,1.3,0.2,14.4,IND,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-0.79,2.66,davisjo01,1981-82,IND,15.2,5.1,.091,-1.2,0.5,,26,NBA,82,32.5,.467,.799,2.2,4.2,0.9,0.1,17.0,IND,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-0.08,2.34,davisjo01,1982-83,ATL,16.8,3.5,.113,-0.6,0.5,,27,NBA,53,27.6,.455,.796,2.4,5.9,0.8,0.1,12.9,ATL,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-1.14,1.69,davisjo01,1983-84,ATL,14.3,3.3,.075,-1.8,0.1,,28,NBA,75,27.7,.443,.848,1.9,4.3,0.8,0.1,12.3,ATL,
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-1.31,1.30,davisjo01,1984-85,CLE,14.7,3.0,.076,-2.6,-0.3,,29,NBA,76,25.3,.426,.850,1.6,5.6,0.6,0.1,12.4,CLE,475000
Johnny Davis,/players/d/davisjo01.html,1977,1986,University of Dayton,false,"Murray-Wright in Detroit, Michigan",-1.41,0.63,davisjo01,1985-86,TOT,13.8,1.7,.078,-4.1,-0.5,,30,NBA,66,15.4,.430,.855,0.8,3.3,0.6,0.1,6.3,"CLE,ATL",300000
