name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-0.72,1.69,foxri01,1991-92,BOS,12.2,2.3,.073,0.0,0.8,,NBA,525000,22,81,19.0,.459,.755,2.7,1.6,1.0,0.4,8.0,BOS
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-0.57,1.33,foxri01,1992-93,BOS,14.7,2.1,.092,1.0,0.8,,NBA,650000,23,71,15.2,.484,.802,2.2,1.6,0.9,0.3,6.4,BOS
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-0.89,1.96,foxri01,1993-94,BOS,14.4,3.2,.073,0.7,1.4,,NBA,755000,24,82,25.6,.467,.757,4.3,2.6,1.0,0.6,10.8,BOS
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",+0.41,1.89,foxri01,1994-95,BOS,16.8,2.8,.128,2.8,1.3,,NBA,1750000,25,53,19.6,.481,.772,2.9,2.6,1.0,0.4,8.8,BOS
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",+0.55,4.94,foxri01,1995-96,BOS,16.1,5.1,.095,2.8,3.1,,NBA,1750000,26,81,32.0,.454,.772,5.6,4.6,1.4,0.5,14.0,BOS
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",+0.28,4.58,foxri01,1996-97,BOS,16.5,5.2,.094,2.3,2.8,,NBA,1750000,27,76,34.9,.456,.787,5.2,3.8,2.2,0.5,15.4,BOS
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",+0.89,6.71,foxri01,1997-98,LAL,12.5,5.3,.093,1.3,2.2,,NBA,1000000,28,82,33.0,.471,.743,4.4,3.4,1.2,0.6,12.0,LAL
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-1.54,0.54,foxri01,1998-99,LAL,13.6,1.8,.091,-0.9,0.3,,NBA,1750000,29,44,21.5,.448,.742,2.0,2.0,0.6,0.2,9.0,LAL
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-0.65,1.95,foxri01,1999-00,LAL,11.7,3.2,.104,-0.1,0.7,,NBA,3033000,30,82,18.0,.414,.808,2.4,1.7,0.6,0.3,6.5,LAL
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",+1.83,8.07,foxri01,2000-01,LAL,13.8,5.1,.107,1.1,1.8,,NBA,3400000,31,82,27.9,.444,.779,4.0,3.2,0.9,0.4,9.6,LAL
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",+0.15,4.84,foxri01,2001-02,LAL,11.3,4.3,.091,0.6,1.5,,NBA,3791250,32,82,27.9,.421,.824,4.7,3.5,0.8,0.3,7.9,LAL
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-1.04,1.85,foxri01,2002-03,LAL,11.9,3.6,.079,-0.4,0.9,,NBA,4340231,33,76,28.7,.422,.754,4.3,3.3,0.9,0.2,9.0,LAL
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,"Warsaw Community in Warsaw, Indiana",-1.63,0.38,foxri01,2003-04,LAL,8.0,0.8,.043,-1.8,0.0,,NBA,4734797,34,38,22.3,.392,.733,2.7,2.6,0.8,0.1,4.8,LAL
