bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
dietrco01,1970-71,22,MMP,ABA,37,9.6,.381,.000,.384,.381,.618,3.1,0.9,,,3.9,9.9,0.1,.009,,
dietrco01,1971-72,23,MMP,ABA,1,9.0,.500,,.500,.500,.000,7.0,1.0,,,2.0,16.8,0.0,.064,,
dietrco01,1972-73,24,DLC,ABA,77,17.5,.419,,.419,.419,.691,4.9,1.8,,1.1,6.6,14.0,0.3,.011,,
dietrco01,1973-74,25,SAA,ABA,84,25.5,.441,.000,.443,.441,.711,6.3,3.0,1.1,0.6,6.9,13.1,4.4,.098,2.6,2.5
dietrco01,1974-75,26,SAA,ABA,82,21.0,.500,.500,.500,.502,.768,6.4,2.0,1.0,0.7,6.4,14.5,4.5,.126,3.2,2.3
dietrco01,1975-76,27,SAA,ABA,81,18.1,.496,.143,.503,.498,.829,4.3,2.0,0.8,0.5,5.8,12.1,3.0,.098,1.0,1.1
dietrco01,1976-77,28,SAS,NBA,82,21.6,.460,,.460,.460,.717,4.5,1.8,1.1,0.7,8.4,12.8,2.3,.061,-1.2,0.4
dietrco01,1977-78,29,SAS,NBA,79,23.7,.460,,.460,.460,.781,4.5,2.7,1.0,0.7,7.5,11.3,2.5,.063,-0.3,0.8
dietrco01,1978-79,30,SAS,NBA,76,19.6,.523,,.523,.523,.798,4.1,2.6,0.9,0.5,6.5,13.9,4.1,.133,2.1,1.5
dietrco01,1979-80,31,CHI,NBA,79,23.2,.454,.111,.460,.455,.763,4.6,2.7,1.1,0.6,6.9,12.1,2.9,.076,0.6,1.2
dietrco01,1980-81,32,CHI,NBA,82,15.2,.456,.333,.459,.459,.694,3.2,1.4,0.6,0.6,4.5,11.8,2.1,.080,-0.4,0.5
dietrco01,1981-82,33,CHI,NBA,74,13.5,.460,.000,.462,.460,.704,2.5,1.2,0.7,0.4,3.0,10.8,1.7,.080,0.3,0.6
dietrco01,1982-83,34,SAS,NBA,8,4.3,.200,,.200,.200,.000,1.0,0.8,0.1,0.0,0.3,4.9,0.0,-0.004,-3.8,0.0
