bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
chanedo01,1968-69,22,BOS,NBA,20,10.5,.319,,.319,.319,.400,2.3,1.0,,,4.0,6.3,-0.5,-0.107,,,
chanedo01,1969-70,23,BOS,NBA,63,13.3,.359,,.359,.359,.752,2.4,1.1,,,5.0,8.9,-0.1,-0.003,,,
chanedo01,1970-71,24,BOS,NBA,81,28.3,.454,,.454,.454,.748,5.7,2.9,,,11.5,13.0,5.9,.124,,,
chanedo01,1971-72,25,BOS,NBA,79,28.8,.475,,.475,.475,.773,5.0,2.6,,,11.9,12.5,6.3,.132,,,
chanedo01,1972-73,26,BOS,NBA,79,31.5,.482,,.482,.482,.787,5.7,2.8,,,13.1,13.6,8.7,.168,,,
chanedo01,1973-74,27,BOS,NBA,81,27.9,.464,,.464,.464,.828,4.7,2.2,1.0,0.8,10.4,12.9,5.8,.124,1.0,1.7,
chanedo01,1974-75,28,BOS,NBA,82,26.9,.428,,.428,.428,.806,4.5,2.2,1.5,0.8,9.5,12.9,5.1,.111,1.0,1.7,
chanedo01,1975-76,29,SSL,ABA,48,30.7,.418,.250,.419,.419,.780,4.9,3.5,1.4,0.8,9.3,10.0,0.8,.027,-0.9,0.4,
chanedo01,1976-77,30,LAL,NBA,81,29.7,.408,,.408,.408,.745,4.1,3.8,1.7,0.4,6.1,10.2,2.9,.058,0.2,1.3,
chanedo01,1977-78,31,"LAL,BOS",NBA,51,16.4,.387,,.387,.387,.844,2.3,1.3,0.9,0.3,4.8,8.1,0.3,.019,-3.2,-0.3,
chanedo01,1978-79,32,BOS,NBA,65,16.5,.420,,.420,.420,.857,2.2,1.2,1.1,0.2,5.9,9.7,0.6,.027,-2.5,-0.1,
chanedo01,1979-80,33,BOS,NBA,60,8.7,.354,.167,.361,.357,.762,1.2,0.6,0.5,0.2,2.8,7.8,0.4,.033,-3.1,-0.1,
