bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
jonesdw01,1973-74,21,ATL,NBA,74,19.6,.474,,.474,.474,.744,6.1,1.2,0.4,0.9,8.0,14.6,2.9,.098,-1.7,0.1,
jonesdw01,1974-75,22,ATL,NBA,75,27.8,.430,,.430,.430,.721,9.3,2.0,0.7,0.7,10.4,14.4,3.9,.090,0.0,1.1,
jonesdw01,1975-76,23,ATL,NBA,66,26.7,.463,,.463,.463,.744,7.9,1.3,0.8,0.9,10.1,15.0,3.8,.104,-0.2,0.8,
jonesdw01,1976-77,24,HOU,NBA,74,16.7,.494,,.494,.494,.802,3.8,0.6,0.5,0.3,5.9,12.7,2.6,.102,-1.3,0.2,
jonesdw01,1977-78,25,HOU,NBA,82,30.2,.445,,.445,.445,.777,7.8,1.3,0.9,0.5,10.6,12.5,3.1,.060,-0.7,0.8,
jonesdw01,1978-79,26,HOU,NBA,81,15.0,.458,,.458,.458,.727,4.0,0.7,0.4,0.3,5.7,10.9,1.3,.050,-2.9,-0.3,
jonesdw01,1979-80,27,"HOU,CHI",NBA,74,19.6,.508,,.508,.508,.726,5.0,1.4,0.4,0.6,8.9,14.2,2.7,.090,-1.5,0.2,
jonesdw01,1980-81,28,CHI,NBA,81,19.4,.483,,.483,.483,.776,5.0,1.2,0.5,0.4,7.6,13.1,2.9,.089,-1.7,0.1,
jonesdw01,1981-82,29,CHI,NBA,78,26.2,.530,1.000,.529,.531,.723,6.5,1.5,0.6,0.5,10.0,13.4,3.6,.086,-0.7,0.7,
jonesdw01,1982-83,30,"CHI,LAL",NBA,81,14.4,.455,.000,.457,.455,.642,3.8,0.8,0.4,0.3,4.6,9.2,0.6,.027,-4.4,-0.7,
