name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-1.68,0.52,ellisda01,1983-84,DAL,15.1,1.5,.066,-3.0,-0.3,,23,NBA,67,15.8,.456,.719,3.7,0.8,0.6,0.1,8.2,DAL,
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-1.44,0.81,ellisda01,1984-85,DAL,14.7,2.4,.088,-1.7,0.1,,24,NBA,72,18.3,.454,.740,3.3,0.8,0.6,0.1,9.3,DAL,200000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-1.62,0.55,ellisda01,1985-86,DAL,13.5,1.6,.071,-1.9,0.0,,25,NBA,72,15.1,.411,.720,2.3,0.5,0.6,0.1,7.1,DAL,225000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",+1.11,8.16,ellisda01,1986-87,SEA,19.0,9.3,.145,2.8,3.7,,26,NBA,82,37.5,.516,.787,5.5,2.9,1.3,0.4,24.9,SEA,
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",+0.93,6.39,ellisda01,1987-88,SEA,19.3,9.0,.155,2.4,3.1,,27,NBA,75,37.2,.503,.767,4.5,2.6,1.0,0.1,25.8,SEA,325000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",+1.37,8.50,ellisda01,1988-89,SEA,19.7,10.8,.163,2.1,3.3,All-NBA (3rd),28,NBA,82,38.9,.501,.816,4.2,2.0,1.3,0.3,27.5,SEA,1200000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",+0.58,3.91,ellisda01,1989-90,SEA,19.0,6.4,.150,2.5,2.3,,29,NBA,55,37.0,.497,.818,4.3,2.0,1.1,0.1,23.5,SEA,1500000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-0.83,1.41,ellisda01,1990-91,TOT,17.0,3.2,.109,-0.5,0.6,,30,NBA,51,27.9,.474,.723,3.4,1.9,1.0,0.2,16.8,"SEA,MIL",1250000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-1.00,1.94,ellisda01,1991-92,MIL,15.9,4.8,.105,-0.7,0.7,,31,NBA,81,27.0,.469,.774,3.1,1.3,0.7,0.2,15.7,MIL,1300000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",+0.07,4.82,ellisda01,1992-93,SAS,15.0,6.4,.113,0.8,1.9,,32,NBA,82,33.3,.499,.797,3.8,1.3,1.0,0.2,16.7,SAS,1000000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",+0.68,5.40,ellisda01,1993-94,SAS,14.7,7.6,.140,1.0,2.0,,33,NBA,77,33.6,.494,.776,3.3,1.0,0.9,0.1,15.2,SAS,1300000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-1.89,0.59,ellisda01,1994-95,DEN,12.9,3.4,.083,-2.9,-0.4,,34,NBA,81,24.6,.453,.866,2.7,0.7,0.5,0.1,11.3,DEN,1007500
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-0.89,2.47,ellisda01,1995-96,DEN,14.7,6.2,.114,0.5,1.7,,35,NBA,81,32.4,.479,.760,3.9,1.7,0.7,0.1,14.9,DEN,1310000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-2.53,-0.40,ellisda01,1996-97,DEN,12.9,3.1,.051,-0.9,0.8,,36,NBA,82,35.9,.414,.817,3.6,2.0,0.7,0.1,16.6,DEN,1600000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-0.11,3.09,ellisda01,1997-98,SEA,16.6,6.0,.149,0.5,1.2,,37,NBA,79,24.5,.497,.782,2.3,1.1,0.8,0.1,11.8,SEA,1920000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-1.82,0.37,ellisda01,1998-99,SEA,13.1,2.4,.092,-1.7,0.1,,38,NBA,48,25.7,.441,.757,2.4,0.8,0.5,0.1,10.3,SEA,1750000
Dale Ellis,/players/e/ellisda01.html,1984,2000,University of Tennessee,false,"Marietta in Marietta, Georgia",-2.92,-0.26,ellisda01,1999-00,TOT,8.7,0.5,.046,-3.6,-0.2,,39,NBA,42,13.4,.415,.692,1.3,0.3,0.3,0.0,4.2,"MIL,CHH",2095250
