bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
smithch01,1988-89,23,Los Angeles Clippers,NBA,71,30.4,.495,.725,6.5,1.5,1.0,1.3,16.3,15.6,4.0,.089,-1.2,0.4,,1000000
smithch01,1989-90,24,LAC,NBA,78,35.0,.520,.794,6.7,1.5,1.1,1.5,21.1,19.5,9.4,.165,1.6,2.5,,
smithch01,1990-91,25,Los Angeles Clippers,NBA,74,36.5,.469,.793,8.2,1.8,1.1,2.0,20.0,17.6,7.4,.131,1.3,2.3,,1000000
smithch01,1991-92,26,Los Angeles Clippers,NBA,49,26.7,.466,.785,6.1,1.1,0.8,2.0,14.6,18.6,4.4,.162,1.0,1.0,,1050000
smithch01,1992-93,27,New York Knicks,NBA,81,26.8,.469,.782,5.3,1.8,0.6,1.2,12.4,14.9,6.6,.146,1.9,2.1,,1250000
smithch01,1993-94,28,New York Knicks,NBA,43,25.7,.443,.719,3.8,1.2,0.6,1.0,10.4,11.3,2.4,.104,-1.0,0.3,,2557000
smithch01,1994-95,29,New York Knicks,NBA,76,28.3,.471,.792,4.3,1.6,0.6,1.3,12.7,13.9,4.8,.107,-0.2,1.0,,2857000
smithch01,1995-96,30,New York Knicks,NBA,73,23.5,.422,.730,5.0,0.9,0.7,1.1,8.3,11.3,1.9,.053,-2.5,-0.2,,3357000
smithch01,1995-96,30,New York Knicks,NBA,41,21.7,.388,.709,3.9,0.7,0.4,1.2,7.4,9.1,0.2,.013,-4.6,-0.6,,3357000
smithch01,1995-96,30,New York Knicks,NBA,32,25.8,.458,.767,6.3,1.1,1.0,0.9,9.6,13.7,1.7,.096,-0.2,0.4,,3357000
smithch01,1996-97,31,San Antonio Spurs,NBA,19,17.3,.405,.769,3.4,0.7,0.7,1.2,4.6,10.6,0.0,.003,-3.1,-0.1,,3557000
