name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Allonzo Trier,/players/t/trieral01.html,2019,2019,University of Arizona,true,"Findlay Prep in Henderson, Nevada",,,trieral01,2018-19,NYK,12.2,0.9,.030,-4.2,-0.8,,23,NBA,64,22.8,.448,.803,3.1,1.9,0.4,0.2,10.9,NYK
