name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.88,-0.39,greenwi01,2003-04,PHI,10.8,0.0,-0.003,-5.9,-0.8,,NBA,366931,22,53,14.5,.401,.728,1.2,1.0,0.5,0.1,6.9,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.41,-0.18,greenwi01,2004-05,PHI,9.6,0.1,.007,-5.3,-0.9,,NBA,620046,23,57,18.7,.366,.776,2.3,1.8,0.6,0.1,7.7,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-1.61,0.07,greenwi01,2005-06,PHI,8.6,-0.1,-0.038,-9.3,-0.3,,NBA,,24,10,15.3,.424,.800,1.5,0.5,0.2,0.0,7.0,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-3.72,-1.77,greenwi01,2006-07,PHI,10.3,-0.7,-0.018,-5.5,-1.6,,NBA,2800000,25,74,24.9,.411,.667,2.1,1.5,0.8,0.1,11.3,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-0.76,2.15,greenwi01,2007-08,PHI,12.8,2.1,.050,-2.8,-0.4,,NBA,3094000,26,74,26.6,.436,.757,2.5,2.0,0.7,0.3,12.4,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.24,0.08,greenwi01,2008-09,PHI,11.1,2.3,.060,-2.7,-0.3,,NBA,3388000,27,81,22.6,.435,.729,1.6,2.0,0.7,0.2,8.5,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.02,0.29,greenwi01,2009-10,PHI,12.8,2.2,.067,-3.3,-0.5,,NBA,3682000,28,73,21.3,.457,.833,1.8,2.1,0.4,0.2,8.7,PHI
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.71,-0.57,greenwi01,2010-11,NOH,10.8,1.8,.052,-3.1,-0.5,,NBA,3976000,29,77,21.7,.443,.780,2.1,1.0,0.5,0.2,8.7,NOH
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-3.28,-0.75,greenwi01,2011-12,ATL,13.9,2.4,.122,-1.7,0.1,,NBA,1223166,30,53,17.4,.471,.857,1.5,0.8,0.4,0.1,7.6,ATL
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-0.09,1.79,greenwi01,2012-13,LAC,11.8,2.5,.103,-1.5,0.2,,NBA,1475106,31,72,16.5,.461,.719,1.3,0.8,0.4,0.2,6.3,LAC
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.05,0.12,greenwi01,2013-14,LAC,7.1,0.5,.028,-3.4,-0.3,,NBA,1399507,32,55,15.8,.376,.824,1.4,0.9,0.4,0.2,5.0,LAC
Willie Green,/players/g/greenwi01.html,2004,2015,University of Detroit Mercy,false,"Cooley in Detroit, Michigan",-2.29,-0.10,greenwi01,2014-15,ORL,7.9,-0.1,-0.003,-4.9,-0.7,,NBA,1448490,33,52,18.3,.386,.824,1.5,1.3,0.5,0.1,5.9,ORL
