bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
havlijo01,1962-63,22,BOS,NBA,80,27.5,.445,,.445,.445,.728,6.7,2.2,,,14.3,15.4,6.4,.139,,,
havlijo01,1963-64,23,BOS,NBA,80,32.3,.417,,.417,.417,.746,5.4,3.0,,,19.9,16.9,7.7,.142,,,All-NBA (2nd)
havlijo01,1964-65,24,BOS,NBA,75,28.9,.401,,.401,.401,.744,4.9,2.7,,,18.3,16.3,4.5,.100,,,
havlijo01,1965-66,25,BOS,NBA,71,30.6,.399,,.399,.399,.785,6.0,3.0,,,18.8,16.7,4.3,.094,,,All-NBA (2nd)
havlijo01,1966-67,26,BOS,NBA,81,32.1,.444,,.444,.444,.828,6.6,3.4,,,21.4,19.2,8.3,.154,,,
havlijo01,1967-68,27,BOS,NBA,82,35.6,.429,,.429,.429,.812,6.7,4.7,,,20.7,17.7,7.6,.125,,,All-NBA (2nd)
havlijo01,1968-69,28,BOS,NBA,82,38.7,.405,,.405,.405,.780,7.0,5.4,,,21.6,17.0,7.3,.110,,,All-NBA (2nd)
havlijo01,1969-70,29,BOS,NBA,81,41.6,.464,,.464,.464,.844,7.8,6.8,,,24.2,20.0,10.6,.151,,,All-NBA (2nd)
havlijo01,1970-71,30,BOS,NBA,81,45.4,.450,,.450,.450,.818,9.0,7.5,,,28.9,20.8,12.5,.164,,,All-NBA (1st)
havlijo01,1971-72,31,BOS,NBA,82,45.1,.458,,.458,.458,.834,8.2,7.5,,,27.5,20.1,12.4,.162,,,All-NBA (1st)
havlijo01,1972-73,32,BOS,NBA,80,42.1,.450,,.450,.450,.858,7.1,6.6,,,23.8,18.6,12.1,.172,,,All-NBA (1st)
havlijo01,1973-74,33,BOS,NBA,76,40.7,.456,,.456,.456,.832,6.4,5.9,1.3,0.4,22.6,17.4,9.7,.151,2.7,3.7,All-NBA (1st)
havlijo01,1974-75,34,BOS,NBA,82,38.2,.455,,.455,.455,.870,5.9,5.3,1.3,0.2,19.2,16.7,9.7,.149,2.5,3.6,All-NBA (2nd)
havlijo01,1975-76,35,BOS,NBA,76,34.2,.450,,.450,.450,.844,4.1,3.7,1.3,0.4,17.0,15.5,7.4,.137,1.3,2.1,All-NBA (2nd)
havlijo01,1976-77,36,BOS,NBA,79,36.9,.452,,.452,.452,.816,4.8,5.1,1.1,0.2,17.7,14.7,6.1,.100,0.7,2.0,
havlijo01,1977-78,37,BOS,NBA,82,34.1,.449,,.449,.449,.855,4.0,4.0,1.1,0.3,16.1,14.3,5.1,.087,-0.5,1.0,
