bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
robingl02,2014-15,21,"MIN,PHI",NBA,35,7.5,.388,.263,.438,.425,.667,1.1,0.3,0.2,0.0,2.1,
robingl02,2015-16,22,IND,NBA,45,11.3,.430,.378,.447,.477,.692,1.5,0.6,0.4,0.2,3.8,
robingl02,2016-17,23,IND,NBA,69,20.7,.467,.392,.512,.540,.711,3.6,0.7,0.6,0.3,6.1,
