name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Michael Ansley,/players/a/anslemi01.html,1990,1992,University of Alabama,false,"Jackson-Olin in Birmingham, Alabama",-1.41,0.75,anslemi01,1989-90,ORL,17.3,3.3,.129,-1.5,0.1,,22,NBA,72,17.0,.497,.722,5.0,0.6,0.3,0.2,8.7,ORL,
Michael Ansley,/players/a/anslemi01.html,1990,1992,University of Alabama,false,"Jackson-Olin in Birmingham, Alabama",-0.34,1.15,anslemi01,1990-91,ORL,16.9,3.1,.168,0.0,0.4,,23,NBA,67,13.1,.548,.717,3.8,0.4,0.4,0.1,5.7,ORL,200000
Michael Ansley,/players/a/anslemi01.html,1990,1992,University of Alabama,false,"Jackson-Olin in Birmingham, Alabama",-0.38,0.06,anslemi01,1991-92,TOT,9.0,0.0,.013,-10.3,-0.1,,24,NBA,10,4.5,.444,.833,0.6,0.2,0.0,0.0,2.1,"PHI,CHH",
