bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
davisha01,1978-79,23,CLE,NBA,40,9.9,.431,.698,1.7,0.4,0.3,0.2,4.1,10.6,0.3,.038,-4.8,-0.3,,"Cathedral Latin in Cleveland, Ohio"
davisha01,1979-80,24,SAS,NBA,4,7.5,.500,.500,1.5,0.0,0.3,0.0,3.3,5.8,0.0,-0.030,-12.0,-0.1,,"Cathedral Latin in Cleveland, Ohio"
