bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
pricebr01,1992-93,24,Washington Bullets,NBA,68,12.6,.358,.794,1.5,2.3,0.8,0.0,3.9,9.3,-0.6,-0.035,-4.9,-0.6,,283000,"Enid in Enid, Oklahoma"
pricebr01,1993-94,25,Washington Bullets,NBA,65,15.9,.433,.782,1.4,3.3,0.8,0.0,6.2,13.2,0.7,.033,-2.6,-0.2,,283000,"Enid in Enid, Oklahoma"
pricebr01,1994-95,26,Washington Bullets,NBA,,,,,,,,,,,,,,,,328750,"Enid in Enid, Oklahoma"
pricebr01,1995-96,27,Washington Bullets,NBA,81,25.2,.472,.874,2.8,5.1,1.0,0.0,10.0,17.5,7.4,.174,2.6,2.4,,250000,"Enid in Enid, Oklahoma"
pricebr01,1996-97,28,Houston Rockets,NBA,25,15.6,.419,1.000,1.2,2.6,0.7,0.0,5.0,12.0,0.7,.092,-2.6,-0.1,,1600000,"Enid in Enid, Oklahoma"
pricebr01,1997-98,29,Houston Rockets,NBA,72,18.5,.413,.786,1.5,2.7,0.7,0.1,5.6,10.9,1.6,.059,-1.9,0.0,,1920000,"Enid in Enid, Oklahoma"
pricebr01,1998-99,30,Houston Rockets,NBA,40,20.2,.483,.754,2.0,2.8,0.8,0.0,7.3,15.0,2.2,.128,0.4,0.5,,2240000,"Enid in Enid, Oklahoma"
pricebr01,1999-00,31,Vancouver Grizzlies,NBA,41,10.3,.345,.872,0.9,1.7,0.4,0.0,3.4,9.5,0.1,.009,-4.9,-0.3,,2944000,"Enid in Enid, Oklahoma"
pricebr01,2000-01,32,Vancouver Grizzlies,NBA,6,5.0,.273,.857,0.7,0.8,0.3,0.0,2.2,9.4,0.0,-0.003,-3.8,0.0,,2880000,"Enid in Enid, Oklahoma"
pricebr01,2001-02,33,Sacramento Kings,NBA,20,4.5,.333,.692,0.4,0.5,0.2,0.1,1.6,6.6,0.0,-0.009,-5.2,-0.1,,3680000,"Enid in Enid, Oklahoma"
