bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
lawsoty01,2009-10,22,Denver Nuggets,NBA,65,20.3,.515,.757,1.9,3.1,0.7,0.0,8.3,16.4,3.7,.135,0.0,0.7,,1438690
lawsoty01,2010-11,23,Denver Nuggets,NBA,80,26.3,.503,.764,2.6,4.7,1.0,0.1,11.7,17.9,6.7,.153,1.9,2.1,,1546560
lawsoty01,2011-12,24,Denver Nuggets,NBA,61,34.8,.488,.824,3.7,6.6,1.3,0.1,16.4,19.4,6.9,.157,3.3,2.8,,1654440
lawsoty01,2012-13,25,Denver Nuggets,NBA,73,34.4,.461,.756,2.7,6.9,1.5,0.1,16.7,17.9,7.4,.141,1.4,2.2,,2544529
lawsoty01,2013-14,26,Denver Nuggets,NBA,62,35.8,.431,.798,3.5,8.8,1.6,0.2,17.6,19.0,6.3,.136,1.7,2.1,,10786517
lawsoty01,2014-15,27,Denver Nuggets,NBA,75,35.5,.436,.730,3.1,9.6,1.2,0.1,15.2,18.5,7.0,.126,0.5,1.7,,11595506
lawsoty01,2015-16,28,Houston Rockets,NBA,66,21.4,.393,.686,1.8,3.6,0.8,0.1,5.7,9.7,0.9,.031,-4.6,-0.9,,12404495
lawsoty01,2015-16,28,Houston Rockets,NBA,53,22.2,.387,.700,1.7,3.4,0.8,0.1,5.8,8.9,0.4,.017,-5.1,-0.9,,12404495
lawsoty01,2015-16,28,Houston Rockets,NBA,13,18.1,.418,.500,2.4,4.4,0.8,0.1,4.9,13.7,0.5,.103,-2.2,0.0,,12404495
lawsoty01,2016-17,29,Sacramento Kings,NBA,69,25.1,.454,.797,2.6,4.8,1.1,0.1,9.9,15.4,3.2,.088,-1.3,0.3,,1315448
