bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
alexaco02,2000-01,23,"DAL,WAS",NBA,65,21.3,.417,.370,.421,.432,.820,2.2,1.0,0.7,0.1,9.5,
alexaco02,2001-02,24,WAS,NBA,56,23.7,.470,.278,.478,.476,.810,2.6,1.5,0.6,0.1,9.8,
alexaco02,2002-03,25,NOH,NBA,66,20.6,.382,.333,.388,.401,.808,1.8,1.2,0.5,0.1,7.9,
