name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-0.49,1.94,collija04,2001-02,NJN,10.7,3.0,.104,-0.9,0.4,,NBA,1067400,23,77,18.3,.421,.701,3.9,1.1,0.4,0.6,4.5,NJN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",+1.85,7.00,collija04,2002-03,NJN,9.9,4.7,.119,-0.6,0.7,,NBA,1147440,24,81,23.5,.414,.763,4.5,1.1,0.6,0.5,5.7,NJN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",+1.88,7.29,collija04,2003-04,NJN,10.0,4.9,.105,0.0,1.1,,NBA,1227480,25,78,28.5,.424,.739,5.1,2.0,0.9,0.7,5.9,NJN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",+2.71,9.27,collija04,2004-05,NJN,8.6,3.9,.073,-1.1,0.6,,NBA,1887864,26,80,31.8,.412,.656,6.1,1.3,0.9,0.9,6.4,NJN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-0.87,2.04,collija04,2005-06,NJN,5.5,2.0,.051,-2.1,0.0,,NBA,5500000,27,71,26.7,.397,.512,4.8,1.0,0.6,0.6,3.6,NJN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-0.45,2.67,collija04,2006-07,NJN,3.0,0.6,.015,-3.5,-0.7,,NBA,5800000,28,80,23.1,.364,.465,4.0,0.6,0.5,0.5,2.1,NJN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-2.46,-0.20,collija04,2007-08,TOT,3.4,0.1,.005,-4.6,-0.8,,NBA,6100000,29,74,15.8,.469,.459,2.4,0.3,0.3,0.3,1.9,"NJN,MEM"
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-3.60,-0.40,collija04,2008-09,MIN,3.3,-0.2,-0.018,-4.8,-0.3,,NBA,6200000,30,31,13.6,.314,.464,2.3,0.4,0.3,0.4,1.8,MIN
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-2.07,0.01,collija04,2009-10,ATL,0.9,-0.1,-0.044,-6.7,-0.1,,NBA,1181803,31,24,4.8,.348,.000,0.6,0.2,0.1,0.1,0.7,ATL
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-0.92,0.66,collija04,2010-11,ATL,5.4,0.6,.049,-3.9,-0.3,,NBA,1352181,32,49,12.1,.479,.659,2.1,0.4,0.2,0.2,2.0,ATL
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-3.26,-0.32,collija04,2011-12,ATL,3.7,0.2,.025,-5.1,-0.2,,NBA,1352181,33,30,10.3,.400,.467,1.6,0.3,0.1,0.1,1.3,ATL
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-1.98,0.05,collija04,2012-13,TOT,3.0,0.4,.045,-3.4,-0.1,,NBA,1352181,34,38,10.1,.310,.719,1.6,0.2,0.3,0.3,1.1,"BOS,WAS"
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false,"Harvard-Westlake School in North Hollywood, California",-2.07,0.02,collija04,2013-14,BRK,4.1,0.1,.017,-3.6,-0.1,,NBA,,35,22,7.8,.458,.750,0.9,0.2,0.4,0.0,1.1,BRK
