name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Leo Rautins,/players/r/rautile01.html,1984,1985,"University of Minnesota, Syracuse University",false,"Saint Michael's College School in Toronto, Canada",-1.07,0.16,rautile01,1983-84,PHI,6.2,-0.1,-0.024,-5.0,-0.1,,23,NBA,28,7.0,.362,.600,1.2,1.0,0.3,0.1,1.7,PHI
Leo Rautins,/players/r/rautile01.html,1984,1985,"University of Minnesota, Syracuse University",false,"Saint Michael's College School in Toronto, Canada",+0.28,0.02,rautile01,1984-85,ATL,-1.8,0.0,-0.126,-9.7,0.0,,24,NBA,4,3.0,.000,,0.5,0.8,0.0,0.0,0.0,ATL
