bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
westppa01,1972-73,22,BOS,NBA,60,8.0,.420,,.420,.420,.779,1.1,1.2,,,4.1,14.2,1.4,.140,,,
westppa01,1973-74,23,BOS,NBA,82,14.2,.501,,.501,.501,.732,1.7,2.1,0.5,0.4,7.2,16.1,3.2,.132,0.4,0.7,
westppa01,1974-75,24,BOS,NBA,82,19.3,.510,,.510,.510,.763,2.0,2.9,1.0,0.4,9.8,17.3,5.1,.156,1.5,1.4,
westppa01,1975-76,25,PHO,NBA,82,36.1,.494,,.494,.494,.830,3.2,5.4,2.6,0.5,20.5,19.9,9.6,.155,3.4,4.0,
westppa01,1976-77,26,PHO,NBA,81,32.1,.518,,.518,.518,.825,2.3,5.7,1.7,0.3,21.3,21.4,9.6,.178,4.1,4.0,All-NBA (1st)
westppa01,1977-78,27,PHO,NBA,80,31.0,.516,,.516,.516,.813,2.1,5.5,1.7,0.4,25.2,23.8,9.8,.190,2.5,2.8,All-NBA (2nd)
westppa01,1978-79,28,PHO,NBA,81,32.6,.535,,.535,.535,.837,2.0,6.5,1.4,0.3,24.0,22.6,10.4,.189,1.6,2.4,All-NBA (1st)
westppa01,1979-80,29,PHO,NBA,82,32.5,.525,.280,.544,.535,.862,2.3,5.1,1.5,0.4,21.9,21.1,10.5,.189,2.4,2.9,All-NBA (1st)
westppa01,1980-81,30,SEA,NBA,36,29.9,.442,.240,.453,.448,.832,1.9,4.1,1.3,0.4,16.7,16.5,2.4,.106,-1.2,0.2,
westppa01,1981-82,31,NYK,NBA,18,25.1,.443,.250,.452,.448,.766,1.2,5.6,1.1,0.4,11.7,13.3,0.3,.032,-4.6,-0.3,
westppa01,1982-83,32,NYK,NBA,80,24.7,.459,.292,.471,.469,.804,1.4,5.5,1.1,0.2,10.0,14.1,3.7,.091,-1.8,0.1,
westppa01,1983-84,33,PHO,NBA,59,14.7,.460,.269,.477,.471,.824,0.7,2.5,0.7,0.1,7.0,14.6,1.5,.086,-3.9,-0.4,
