bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
robinja02,1993-94,23,Portland Trail Blazers,NBA,58,11.6,.365,.672,1.3,1.2,0.5,0.3,4.8,10.0,0.2,.015,-3.4,-0.2,,650000,"Murrah in Jackson, Mississippi"
robinja02,1994-95,24,Portland Trail Blazers,NBA,71,21.7,.409,.591,1.9,2.5,0.7,0.2,9.2,10.5,1.2,.038,-2.7,-0.3,,845000,"Murrah in Jackson, Mississippi"
robinja02,1995-96,25,Portland Trail Blazers,NBA,76,21.4,.399,.659,2.1,2.0,0.4,0.2,8.5,10.6,2.3,.068,-1.6,0.2,,1040000,"Murrah in Jackson, Mississippi"
robinja02,1996-97,26,Minnesota Timberwolves,NBA,69,19.0,.407,.684,1.6,1.8,0.4,0.1,8.3,12.7,1.9,.071,-2.3,-0.1,,1235000,"Murrah in Jackson, Mississippi"
robinja02,1997-98,27,Los Angeles Clippers,NBA,70,17.6,.389,.720,1.6,1.9,0.5,0.1,7.7,12.4,0.2,.007,-3.8,-0.5,,1500000,"Murrah in Jackson, Mississippi"
robinja02,1998-99,28,Los Angeles Clippers,NBA,31,16.3,.362,.683,2.0,1.8,0.7,0.3,5.9,10.7,-0.1,-0.006,-2.9,-0.1,,1800000,"Murrah in Jackson, Mississippi"
robinja02,1998-99,28,Los Angeles Clippers,NBA,14,20.0,.398,.741,1.9,1.3,1.0,0.2,7.6,12.7,0.2,.027,-2.2,0.0,,1800000,"Murrah in Jackson, Mississippi"
robinja02,1998-99,28,Los Angeles Clippers,NBA,17,13.3,.322,.571,2.1,2.2,0.5,0.3,4.5,8.2,-0.2,-0.047,-3.7,-0.1,,1800000,"Murrah in Jackson, Mississippi"
robinja02,1999-00,29,Los Angeles Clippers,NBA,,,,,,,,,,,,,,,,1866667,"Murrah in Jackson, Mississippi"
robinja02,2000-01,30,Los Angeles Clippers,NBA,6,8.3,.364,,1.3,0.0,0.7,0.2,1.7,5.1,0.0,-0.017,-7.9,-0.1,,1870000,"Murrah in Jackson, Mississippi"
