name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",-2.05,0.15,blaylmo01,1989-90,NJN,11.5,-0.3,-0.011,-2.0,0.0,,22,NBA,50,25.3,.371,.778,2.8,4.2,1.6,0.3,10.1,NJN,
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",-0.42,3.24,blaylmo01,1990-91,NJN,13.1,2.1,.040,-0.5,1.0,,23,NBA,72,35.9,.416,.790,3.5,6.1,2.3,0.6,14.1,NJN,525000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+0.99,5.96,blaylmo01,1991-92,NJN,15.2,4.9,.092,0.9,1.9,,24,NBA,72,35.4,.432,.712,3.7,6.8,2.4,0.6,13.8,NJN,575000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+2.23,8.77,blaylmo01,1992-93,ATL,17.1,7.0,.119,2.5,3.2,,25,NBA,80,35.3,.429,.728,3.5,8.4,2.5,0.3,13.4,ATL,660000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+4.36,14.92,blaylmo01,1993-94,ATL,19.6,10.2,.168,5.3,5.4,,26,NBA,81,36.0,.411,.730,5.2,9.7,2.6,0.5,13.8,ATL,1630000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+3.59,12.58,blaylmo01,1994-95,ATL,19.2,9.4,.147,5.5,5.8,,27,NBA,80,38.4,.425,.729,4.9,7.7,2.5,0.3,17.2,ATL,2100000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+3.44,12.61,blaylmo01,1995-96,ATL,18.9,9.0,.149,5.2,5.3,,28,NBA,81,35.7,.405,.747,4.1,5.9,2.6,0.2,15.7,ATL,2500000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+4.50,15.89,blaylmo01,1996-97,ATL,20.4,12.5,.197,7.2,7.1,,29,NBA,78,39.2,.432,.753,5.3,5.9,2.7,0.3,17.4,ATL,2800000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+2.37,8.99,blaylmo01,1997-98,ATL,16.1,5.6,.099,3.6,3.8,,30,NBA,70,38.6,.392,.709,4.9,6.7,2.6,0.3,13.2,ATL,3000000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+2.42,6.99,blaylmo01,1998-99,ATL,16.7,4.7,.127,4.9,3.1,,31,NBA,48,36.7,.379,.758,4.7,5.8,2.1,0.2,13.3,ATL,3600000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",-0.06,3.69,blaylmo01,1999-00,GSW,15.1,3.3,.065,0.2,1.4,,32,NBA,73,33.7,.391,.705,3.7,6.7,2.0,0.3,11.3,GSW,4200000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",+0.55,4.56,blaylmo01,2000-01,GSW,15.8,3.5,.071,0.8,1.7,,33,NBA,69,34.1,.396,.697,3.9,6.7,2.4,0.3,11.0,GSW,4800000
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false,"Garland in Garland, Texas",-1.89,0.11,blaylmo01,2001-02,GSW,9.2,-0.1,-0.004,-5.7,-0.6,,34,NBA,35,17.1,.342,.500,1.5,3.3,0.7,0.1,3.4,GSW,5400000
