bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
mcginge01,1971-72,21,INA,ABA,73,29.8,.465,.158,.478,.468,.645,9.7,1.9,,,16.9,17.4,5.3,.118,,,
mcginge01,1972-73,22,INA,ABA,82,40.8,.495,.250,.499,.497,.665,12.5,2.5,2.0,,27.6,22.7,11.4,.164,,,All-ABA (2nd)
mcginge01,1973-74,23,INA,ABA,80,40.8,.468,.147,.475,.469,.683,15.0,3.3,2.0,0.5,25.9,21.5,10.1,.148,3.8,4.8,All-ABA (1st)
mcginge01,1974-75,24,INA,ABA,79,40.4,.451,.354,.461,.467,.724,14.3,6.3,2.6,0.7,29.8,25.1,11.6,.174,6.7,7.0,All-ABA (1st)
mcginge01,1975-76,25,PHI,NBA,77,38.3,.417,,.417,.417,.740,12.6,4.7,2.6,0.5,23.0,21.3,8.5,.139,5.4,5.5,All-NBA (1st)
mcginge01,1976-77,26,PHI,NBA,79,35.1,.458,,.458,.458,.681,11.5,3.8,2.1,0.5,21.4,20.8,8.6,.149,4.5,4.5,All-NBA (2nd)
mcginge01,1977-78,27,PHI,NBA,78,32.5,.463,,.463,.463,.716,10.4,3.8,1.8,0.3,20.3,20.3,7.9,.150,3.3,3.4,
mcginge01,1978-79,28,DEN,NBA,76,33.6,.474,,.474,.474,.665,11.4,3.7,1.7,0.7,22.6,20.6,7.1,.134,2.9,3.2,
mcginge01,1979-80,29,"DEN,IND",NBA,73,30.2,.451,.133,.457,.453,.553,9.6,4.6,1.4,0.3,14.7,15.2,1.9,.041,0.4,1.4,
mcginge01,1980-81,30,IND,NBA,69,26.7,.453,.000,.457,.453,.538,7.7,3.0,1.4,0.4,13.1,14.9,1.7,.045,-0.1,0.9,
mcginge01,1981-82,31,IND,NBA,76,17.6,.373,.000,.376,.373,.453,5.2,2.7,1.3,0.4,4.7,11.3,0.4,.015,-0.1,0.7,
