bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
newlimi01,1971-72,23,HOU,NBA,82,18.2,.414,,.414,.414,.750,2.8,1.6,,,7.6,10.6,1.6,.050,,,
newlimi01,1972-73,24,HOU,NBA,82,32.4,.443,,.443,.443,.886,4.1,5.0,,,17.0,16.2,5.8,.105,,,
newlimi01,1973-74,25,HOU,NBA,76,34.1,.448,,.448,.448,.856,3.4,4.8,1.1,0.1,18.4,16.6,5.2,.096,-0.1,1.2,
newlimi01,1974-75,26,HOU,NBA,79,34.3,.482,,.482,.482,.869,3.3,5.1,1.4,0.1,14.4,15.1,5.9,.105,0.6,1.8,
newlimi01,1975-76,27,HOU,NBA,82,37.4,.507,,.507,.507,.865,4.1,5.6,1.3,0.1,18.6,17.4,8.5,.133,1.7,2.9,
newlimi01,1976-77,28,HOU,NBA,82,25.8,.455,,.455,.455,.885,2.5,3.9,0.7,0.0,12.7,16.1,4.7,.106,-0.2,1.0,
newlimi01,1977-78,29,HOU,NBA,45,26.2,.436,,.436,.436,.874,2.7,4.5,1.2,0.2,13.0,16.0,1.8,.073,-0.6,0.4,
newlimi01,1978-79,30,HOU,NBA,76,24.1,.487,,.487,.487,.872,2.2,3.8,0.7,0.1,10.2,12.9,2.9,.076,-1.6,0.2,
newlimi01,1979-80,31,NJN,NBA,78,32.2,.460,.296,.481,.477,.884,3.4,4.0,1.5,0.1,20.9,17.7,6.5,.124,0.8,1.8,
newlimi01,1980-81,32,NJN,NBA,79,36.8,.497,.333,.501,.501,.888,2.8,3.8,1.1,0.1,21.4,15.6,6.1,.100,-0.6,1.0,
newlimi01,1981-82,33,NYK,NBA,76,19.8,.465,.304,.471,.471,.857,1.2,2.2,0.4,0.0,9.3,11.5,1.5,.049,-4.7,-1.0,
