bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
birdla01,1979-80,23,BOS,NBA,82,36.0,.474,.836,10.4,4.5,1.7,0.6,21.3,20.5,11.2,.182,5.3,5.4,All-NBA (1st),"Springs Valley in French Lick, Indiana",
birdla01,1980-81,24,BOS,NBA,82,39.5,.478,.863,10.9,5.5,2.0,0.8,21.2,19.9,10.8,.160,5.1,5.8,All-NBA (1st),"Springs Valley in French Lick, Indiana",
birdla01,1981-82,25,BOS,NBA,77,38.0,.503,.863,10.9,5.8,1.9,0.9,22.9,22.6,12.5,.205,7.5,7.0,All-NBA (1st),"Springs Valley in French Lick, Indiana",
birdla01,1982-83,26,BOS,NBA,79,37.7,.504,.840,11.0,5.8,1.9,0.9,23.6,24.1,14.0,.225,7.6,7.2,All-NBA (1st),"Springs Valley in French Lick, Indiana",
birdla01,1983-84,27,BOS,NBA,79,38.3,.492,.888,10.1,6.6,1.8,0.9,24.2,24.2,13.6,.215,7.8,7.4,All-NBA (1st),"Springs Valley in French Lick, Indiana",
birdla01,1984-85,28,Boston Celtics,NBA,80,39.5,.522,.882,10.5,6.6,1.6,1.2,28.7,26.5,15.7,.238,8.5,8.4,All-NBA (1st),"Springs Valley in French Lick, Indiana",1800000
birdla01,1985-86,29,Boston Celtics,NBA,82,38.0,.496,.896,9.8,6.8,2.0,0.6,25.8,25.6,15.8,.244,9.1,8.7,All-NBA (1st),"Springs Valley in French Lick, Indiana",1800000
birdla01,1986-87,30,BOS,NBA,74,40.6,.525,.910,9.2,7.6,1.8,0.9,28.1,26.4,15.2,.243,9.2,8.5,All-NBA (1st),"Springs Valley in French Lick, Indiana",
birdla01,1987-88,31,Boston Celtics,NBA,76,39.0,.527,.916,9.3,6.1,1.6,0.8,29.9,27.8,15.0,.243,8.8,8.1,All-NBA (1st),"Springs Valley in French Lick, Indiana",1800000
birdla01,1988-89,32,Boston Celtics,NBA,6,31.5,.471,.947,6.2,4.8,1.0,0.8,19.3,19.8,0.5,.129,0.5,0.1,,"Springs Valley in French Lick, Indiana",1800000
birdla01,1989-90,33,Boston Celtics,NBA,75,39.3,.473,.930,9.5,7.5,1.4,0.8,24.3,21.9,9.5,.154,6.1,6.1,All-NBA (2nd),"Springs Valley in French Lick, Indiana",2750000
birdla01,1990-91,34,Boston Celtics,NBA,60,38.0,.454,.891,8.5,7.2,1.8,1.0,19.4,19.7,6.6,.140,4.7,3.8,,"Springs Valley in French Lick, Indiana",1500000
birdla01,1991-92,35,Boston Celtics,NBA,45,36.9,.466,.926,9.6,6.8,0.9,0.7,20.2,21.0,5.5,.159,5.5,3.1,,"Springs Valley in French Lick, Indiana",7070000
