bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
erickke01,1965-66,21,SFW,NBA,64,10.1,.356,,.356,.356,.662,2.5,0.6,,,3.6,8.3,-0.2,-0.016,,,
erickke01,1966-67,22,CHI,NBA,76,19.1,.367,,.367,.367,.736,4.5,1.6,,,7.7,10.1,0.2,.005,,,
erickke01,1967-68,23,CHI,NBA,78,28.9,.401,,.401,.401,.755,5.4,3.4,,,12.2,12.8,2.1,.044,,,
erickke01,1968-69,24,LAL,NBA,77,25.6,.420,,.420,.420,.686,4.0,2.5,,,8.4,9.9,1.9,.047,,,
erickke01,1969-70,25,LAL,NBA,68,25.8,.458,,.458,.458,.746,4.5,3.1,,,8.9,11.8,2.9,.079,,,
erickke01,1970-71,26,LAL,NBA,73,31.1,.471,,.471,.471,.759,5.5,3.1,,,11.3,11.5,3.3,.070,,,
erickke01,1971-72,27,LAL,NBA,15,17.5,.482,,.482,.482,.857,2.6,2.3,,,5.7,11.4,0.5,.099,,,
erickke01,1972-73,28,LAL,NBA,76,25.3,.430,,.430,.430,.809,4.4,3.2,,,9.0,12.0,2.8,.070,,,
erickke01,1973-74,29,PHO,NBA,66,30.8,.477,,.477,.477,.801,6.3,3.1,1.0,0.3,14.6,15.3,4.1,.096,-0.1,1.0,
erickke01,1974-75,30,PHO,NBA,49,30.0,.425,,.425,.425,.833,5.0,3.5,1.0,0.2,12.3,13.9,2.4,.078,-0.7,0.5,
erickke01,1975-76,31,PHO,NBA,74,25.0,.470,,.470,.470,.854,4.5,2.5,1.1,0.1,10.1,14.1,3.8,.098,-0.7,0.6,
erickke01,1976-77,32,PHO,NBA,50,19.0,.483,,.483,.483,.740,2.9,2.1,0.6,0.1,6.4,11.1,1.4,.071,-2.3,-0.1,
