name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Peter Thibeaux,/players/t/thibepe01.html,1985,1986,Saint Mary's College of California,false,"Skyline in Oakland, California",-2.63,-0.10,thibepe01,1984-85,GSW,11.7,0.3,.027,-5.7,-0.4,,23,NBA,51,9.0,.482,.642,1.4,0.3,0.2,0.3,4.5,GSW,
Peter Thibeaux,/players/t/thibepe01.html,1985,1986,Saint Mary's College of California,false,"Skyline in Oakland, California",-3.05,-0.26,thibepe01,1985-86,GSW,9.5,-0.2,-0.015,-5.2,-0.4,,24,NBA,42,12.6,.429,.604,1.8,0.7,0.5,0.4,5.5,GSW,85000
