bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
johnsed02,1977-78,22,ATL,NBA,79,23.7,.484,.816,1.9,3.0,1.3,0.1,10.5,13.6,3.5,.091,-1.0,0.5,,"Lake Weir in Summerfield, Florida",
johnsed02,1978-79,23,ATL,NBA,78,30.9,.510,.832,2.2,4.6,1.6,0.1,16.0,16.7,6.3,.126,1.0,1.8,,"Lake Weir in Summerfield, Florida",
johnsed02,1979-80,24,ATL,NBA,79,33.2,.487,.828,2.5,4.7,1.5,0.3,18.5,18.0,8.2,.150,2.2,2.8,,"Lake Weir in Summerfield, Florida",
johnsed02,1980-81,25,ATL,NBA,75,35.9,.504,.784,2.4,5.4,1.7,0.1,19.1,17.9,6.9,.122,1.0,2.0,,"Lake Weir in Summerfield, Florida",
johnsed02,1981-82,26,ATL,NBA,68,34.0,.450,.764,2.8,5.3,1.5,0.2,17.8,16.5,4.8,.100,0.9,1.7,,"Lake Weir in Summerfield, Florida",
johnsed02,1982-83,27,ATL,NBA,61,29.7,.453,.785,2.0,5.2,1.0,0.1,16.0,16.0,3.0,.081,-1.3,0.3,,"Lake Weir in Summerfield, Florida",
johnsed02,1983-84,28,ATL,NBA,67,28.3,.442,.770,2.2,5.6,0.9,0.1,13.2,14.2,1.7,.044,-2.2,-0.1,,"Lake Weir in Summerfield, Florida",
johnsed02,1984-85,29,Atlanta Hawks,NBA,73,32.4,.479,.798,2.6,7.8,0.6,0.1,16.3,15.8,4.2,.084,-1.2,0.4,,"Lake Weir in Summerfield, Florida",491000
johnsed02,1985-86,30,Atlanta Hawks,NBA,71,20.8,.457,.723,1.7,4.7,0.3,0.0,10.0,13.5,1.5,.049,-3.1,-0.4,,"Lake Weir in Summerfield, Florida",275000
johnsed02,1985-86,30,Atlanta Hawks,NBA,39,22.1,.473,.718,1.9,5.6,0.3,0.0,10.1,14.3,1.3,.071,-2.7,-0.1,,"Lake Weir in Summerfield, Florida",275000
johnsed02,1985-86,30,Atlanta Hawks,NBA,32,19.2,.440,.733,1.4,3.6,0.3,0.0,9.8,12.4,0.2,.018,-3.7,-0.3,,"Lake Weir in Summerfield, Florida",275000
johnsed02,1986-87,31,SEA,NBA,24,21.2,.457,.764,1.9,4.8,0.5,0.0,9.0,13.9,0.8,.075,-3.6,-0.2,,"Lake Weir in Summerfield, Florida",
