name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Abdul Jeelani,/players/j/jeelaab01.html,1980,1981,University of Wisconsin-Parkside,false,"Washington Park in Racine, Wisconsin",+0.26,2.22,jeelaab01,1979-80,POR,18.7,3.8,.141,0.2,0.7,,25,NBA,77,16.7,.510,.789,3.5,1.2,0.5,0.5,9.6,POR
Abdul Jeelani,/players/j/jeelaab01.html,1980,1981,University of Wisconsin-Parkside,false,"Washington Park in Racine, Wisconsin",-0.70,1.18,jeelaab01,1980-81,DAL,15.5,1.6,.070,-2.4,-0.1,,26,NBA,66,16.8,.425,.814,3.5,1.0,0.7,0.5,8.4,DAL
