name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Lauri Markkanen,/players/m/markkla01.html,2018,2019,University of Arizona,true,"Helsinki Academy in Helsinki, Finland",-1.52,1.01,markkla01,2017-18,CHI,15.6,3.3,.079,-1.9,0.1,,NBA,3821640,20,68,29.7,.434,.843,7.5,1.2,0.6,0.6,15.2,CHI
Lauri Markkanen,/players/m/markkla01.html,2018,2019,University of Arizona,true,"Helsinki Academy in Helsinki, Finland",,,markkla01,2018-19,CHI,17.1,2.7,.078,-1.9,0.0,,NBA,4536120,21,52,32.3,.430,.872,9.0,1.4,0.7,0.6,18.7,CHI
