bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
cheniph01,1971-72,21,BAL,NBA,81,30.6,.415,,.415,.415,.737,3.3,2.5,,,12.3,10.9,1.4,.027,,,
cheniph01,1972-73,22,BAL,NBA,71,39.1,.452,,.452,.452,.795,4.1,4.2,,,19.7,15.2,5.5,.095,,,
cheniph01,1973-74,23,CAP,NBA,76,38.7,.434,,.434,.434,.820,5.1,3.1,2.0,0.9,21.9,17.2,7.4,.121,1.8,2.8,
cheniph01,1974-75,24,WSB,NBA,77,37.3,.450,,.450,.450,.825,3.8,3.2,2.3,0.8,21.8,17.7,8.8,.147,2.2,3.0,All-NBA (2nd)
cheniph01,1975-76,25,WSB,NBA,80,36.9,.483,,.483,.483,.827,4.0,3.2,2.0,0.6,19.9,17.6,8.8,.143,2.3,3.2,
cheniph01,1976-77,26,WSB,NBA,78,36.4,.444,,.444,.444,.841,3.8,3.8,1.5,0.5,20.2,15.8,5.8,.098,0.1,1.5,
cheniph01,1977-78,27,WSB,NBA,36,26.0,.443,,.443,.443,.790,2.8,2.0,1.0,0.3,14.1,14.8,1.8,.091,-1.9,0.0,
cheniph01,1978-79,28,WSB,NBA,27,14.3,.437,,.437,.437,.643,0.7,1.1,0.1,0.2,5.8,7.2,-0.1,-0.014,-7.1,-0.5,
cheniph01,1979-80,29,"WSB,IND",NBA,43,19.8,.390,.417,.389,.397,.731,1.8,2.1,0.8,0.3,7.6,9.5,0.0,.002,-4.9,-0.6,
cheniph01,1980-81,30,GSW,NBA,9,9.1,.333,.333,.333,.348,1.000,0.9,0.8,0.0,0.0,3.2,5.6,0.0,-0.016,-9.1,-0.1,
