bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
tomjaru01,1970-71,22,SDR,NBA,77,13.8,.383,,.383,.383,.652,4.9,0.9,,,5.3,12.2,1.0,.043,,
tomjaru01,1971-72,23,HOU,NBA,78,34.5,.495,,.495,.495,.723,11.8,1.5,,,15.0,16.6,8.4,.150,,
tomjaru01,1972-73,24,HOU,NBA,81,36.7,.478,,.478,.478,.746,11.6,2.2,,,19.3,17.5,6.9,.111,,
tomjaru01,1973-74,25,HOU,NBA,80,40.3,.536,,.536,.536,.848,9.0,3.1,1.1,0.8,24.5,20.5,12.8,.191,3.8,4.7
tomjaru01,1974-75,26,HOU,NBA,81,38.7,.525,,.525,.525,.790,7.6,2.9,0.9,0.3,20.7,17.8,10.1,.155,1.7,3.0
tomjaru01,1975-76,27,HOU,NBA,79,36.9,.517,,.517,.517,.767,8.4,2.4,0.5,0.2,18.5,16.1,7.3,.120,-0.7,0.9
tomjaru01,1976-77,28,HOU,NBA,81,38.6,.510,,.510,.510,.839,8.4,2.1,0.7,0.3,21.6,17.9,10.4,.159,0.8,2.2
tomjaru01,1977-78,29,HOU,NBA,23,36.9,.485,,.485,.485,.753,6.0,1.4,0.7,0.2,21.5,17.1,1.7,.095,-1.7,0.1
tomjaru01,1978-79,30,HOU,NBA,74,35.7,.517,,.517,.517,.760,7.7,1.9,0.6,0.2,19.0,16.4,6.2,.112,0.0,1.3
tomjaru01,1979-80,31,HOU,NBA,62,29.6,.476,.278,.498,.490,.803,5.8,1.8,0.5,0.2,14.2,14.2,3.6,.094,-1.0,0.5
tomjaru01,1980-81,32,HOU,NBA,52,24.3,.467,.235,.490,.478,.793,4.0,1.6,0.4,0.1,11.6,13.5,2.1,.079,-1.8,0.1
