bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
stewami01,1997-98,22,Sacramento Kings,NBA,81,21.7,.480,.458,6.6,0.8,0.4,2.4,4.6,12.9,3.0,.081,0.2,1.0,,242000
stewami01,1998-99,23,Toronto Raptors,NBA,42,9.4,.415,.680,2.4,0.1,0.1,0.7,1.5,8.8,0.7,.079,-3.4,-0.1,,1000000
stewami01,1999-00,24,Toronto Raptors,NBA,42,9.3,.377,.563,2.2,0.1,0.1,0.5,1.4,5.4,0.2,.030,-5.8,-0.4,,3200000
stewami01,2000-01,25,Toronto Raptors,NBA,26,4.7,.324,.611,1.1,0.1,0.2,0.1,1.3,8.7,0.1,.036,-6.0,-0.1,,3520000
stewami01,2001-02,26,Toronto Raptors,NBA,11,8.5,.348,.545,2.3,0.3,0.4,0.3,2.0,8.6,0.1,.058,-3.6,0.0,,3840000
stewami01,2002-03,27,Cleveland Cavaliers,NBA,47,5.3,.378,.667,1.2,0.1,0.0,0.3,0.8,5.9,0.1,.014,-6.2,-0.3,,4160000
stewami01,2003-04,28,Boston Celtics,NBA,25,5.9,.417,.750,1.2,0.0,0.1,0.4,0.5,4.2,0.2,.057,-6.4,-0.2,,4480000
stewami01,2003-04,28,Boston Celtics,NBA,8,9.5,.429,1.000,2.3,0.0,0.1,1.0,1.0,6.8,0.2,.102,-4.8,-0.1,,4480000
stewami01,2003-04,28,Boston Celtics,NBA,17,4.2,.400,.500,0.6,0.0,0.1,0.1,0.3,1.5,0.0,.009,-8.2,-0.1,,4480000
stewami01,2004-05,29,Boston Celtics,NBA,12,12.1,.524,.429,3.3,0.4,0.5,0.4,2.1,10.6,0.2,.077,-0.8,0.0,,4800000
