bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
cartewe01,2018-19,19,CHI,NBA,4,24.8,.400,.333,5.3,2.5,0.0,1.5,6.5,6.8,-0.2,-0.081,-5.1,-0.1,,"Pace Academy in Atlanta, Georgia"
