bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
crawfjo02,2010-11,22,Washington Wizards,NBA,42,24.5,.384,.869,2.5,2.8,0.9,0.1,11.7,11.8,-0.6,-0.026,-3.8,-0.5,,1042320
crawfjo02,2010-11,22,Washington Wizards,NBA,16,10.0,.351,.667,1.8,0.9,0.2,0.0,4.2,7.6,-0.3,-0.090,-7.5,-0.2,,1042320
crawfjo02,2010-11,22,Washington Wizards,NBA,26,33.3,.390,.885,3.0,3.9,1.4,0.1,16.3,12.6,-0.3,-0.014,-3.2,-0.3,,1042320
crawfjo02,2011-12,23,Washington Wizards,NBA,64,27.4,.400,.793,2.6,3.0,0.9,0.1,14.7,14.5,1.1,.029,-2.3,-0.2,,1120440
crawfjo02,2012-13,24,Boston Celtics,NBA,70,24.4,.415,.811,3.0,3.2,0.6,0.1,11.6,13.8,1.9,.052,-1.6,0.2,,1198680
crawfjo02,2012-13,24,Boston Celtics,NBA,43,26.2,.415,.821,3.1,3.7,0.6,0.1,13.2,14.7,1.4,.058,-0.9,0.3,,1198680
crawfjo02,2012-13,24,Boston Celtics,NBA,27,21.6,.415,.792,2.7,2.5,0.4,0.1,9.1,12.0,0.5,.041,-3.1,-0.2,,1198680
crawfjo02,2013-14,25,Boston Celtics,NBA,81,23.0,.415,.864,2.3,3.5,0.6,0.1,11.0,14.3,2.8,.073,-1.8,0.1,,2162419
crawfjo02,2013-14,25,Boston Celtics,NBA,39,30.7,.413,.873,3.1,5.7,0.9,0.1,13.7,15.7,2.4,.096,-0.3,0.5,,2162419
crawfjo02,2013-14,25,Boston Celtics,NBA,42,15.7,.417,.837,1.5,1.4,0.3,0.0,8.4,11.9,0.4,.033,-4.6,-0.4,,2162419
crawfjo02,2014-15,26,Did Not Play,,,,,,,,,,,,,,,,,
crawfjo02,2015-16,27,Did Not Play,,,,,,,,,,,,,,,,,
crawfjo02,2016-17,28,New Orleans Pelicans,NBA,19,23.3,.482,.769,1.8,3.0,0.6,0.1,14.1,17.6,0.9,.102,-0.4,0.2,,234915
crawfjo02,2017-18,29,NOP,NBA,4,12.5,.440,1.000,0.8,3.0,0.3,0.3,7.8,18.6,0.1,.144,-1.3,0.0,,
