bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
lewisfr02,1966-67,23,CIN,NBA,32,10.4,.392,,.392,.392,.707,1.4,1.3,,,4.7,10.5,0.0,.004,,
lewisfr02,1967-68,24,INA,ABA,76,38.4,.421,.216,.434,.427,.798,5.8,2.4,,,20.6,17.3,7.5,.124,,
lewisfr02,1968-69,25,INA,ABA,78,39.2,.440,.265,.452,.448,.822,4.8,4.4,,,20.3,15.8,7.6,.120,,
lewisfr02,1969-70,26,INA,ABA,81,35.5,.421,.266,.452,.443,.790,3.4,3.6,,,16.4,13.7,6.0,.100,,
lewisfr02,1970-71,27,INA,ABA,81,37.5,.441,.304,.466,.465,.807,4.1,5.3,,,18.8,16.1,7.2,.114,,
lewisfr02,1971-72,28,INA,ABA,77,35.2,.428,.310,.442,.444,.861,4.2,4.7,,,15.4,14.7,6.2,.109,,
lewisfr02,1972-73,29,INA,ABA,72,30.8,.436,.345,.449,.458,.822,3.2,4.0,,,14.9,14.3,5.2,.113,,
lewisfr02,1973-74,30,INA,ABA,78,27.7,.398,.181,.422,.407,.831,2.6,4.1,1.3,0.1,9.9,11.8,3.0,.066,-1.3,0.4
lewisfr02,1974-75,31,"MMS,SSL",ABA,69,40.4,.470,.269,.482,.477,.843,3.8,5.3,2.1,0.0,22.2,17.3,7.3,.126,1.0,2.1
lewisfr02,1975-76,32,SSL,ABA,74,30.6,.423,.292,.439,.439,.817,2.9,4.0,1.5,0.1,14.8,13.7,3.2,.069,-1.7,0.1
lewisfr02,1976-77,33,IND,NBA,32,17.3,.407,,.407,.407,.805,1.5,1.8,0.6,0.1,7.0,11.3,0.5,.047,-5.0,-0.4
