bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
newblir01,2000-01,26,San Antonio Spurs,NBA,27,6.8,.382,.500,1.3,0.2,0.1,0.1,2.0,8.9,0.2,.055,-4.3,-0.1,,316969
newblir01,2001-02,27,ATL,NBA,42,30.3,.498,.852,5.3,1.1,0.9,0.5,8.0,11.5,2.3,.089,-0.3,0.6,,
newblir01,2002-03,28,Atlanta Hawks,NBA,73,26.5,.495,.778,3.7,1.4,0.7,0.4,7.7,11.7,3.3,.081,-0.9,0.5,,587435
newblir01,2003-04,29,Cleveland Cavaliers,NBA,64,19.5,.391,.783,2.4,1.1,0.4,0.3,4.0,6.7,0.1,.004,-4.0,-0.6,,2458500
newblir01,2004-05,30,Cleveland Cavaliers,NBA,74,24.8,.429,.797,3.0,1.2,0.7,0.2,5.9,8.6,1.9,.050,-2.3,-0.1,,2704350
newblir01,2005-06,31,Cleveland Cavaliers,NBA,36,9.8,.298,.688,1.6,0.3,0.1,0.3,1.3,4.0,0.1,.009,-4.5,-0.2,,2950200
newblir01,2006-07,32,Cleveland Cavaliers,NBA,15,8.6,.432,.600,2.0,0.1,0.4,0.0,3.1,14.9,0.5,.179,-0.5,0.0,,3196050
newblir01,2007-08,33,Seattle SuperSonics,NBA,49,14.2,.437,.769,2.6,0.4,0.6,0.2,3.8,9.7,0.9,.061,-3.3,-0.2,,3441900
newblir01,2007-08,33,Seattle SuperSonics,NBA,41,15.9,.449,.769,2.8,0.3,0.7,0.2,4.3,10.0,0.9,.067,-3.1,-0.2,,3441900
newblir01,2007-08,33,Seattle SuperSonics,NBA,2,8.5,.286,,0.0,0.5,0.0,0.0,2.0,0.5,-0.1,-0.144,-15.0,-0.1,,3441900
newblir01,2007-08,33,Seattle SuperSonics,NBA,6,5.2,.333,,1.8,0.5,0.2,0.2,1.2,10.0,0.0,.037,-1.0,0.0,,3441900
