bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
martida01,1994-95,23,MIN,NBA,34,23.6,.408,.877,1.9,3.9,1.0,0.0,7.5,10.3,0.1,.004,-4.9,-0.6,,"Saint Anthony in Long Beach, California",
martida01,1995-96,24,Vancouver Grizzlies,NBA,59,19.5,.406,.842,1.4,3.7,0.9,0.1,7.0,11.7,0.5,.023,-5.1,-0.9,,"Saint Anthony in Long Beach, California",425000
martida01,1995-96,24,Vancouver Grizzlies,NBA,24,16.8,.450,.826,1.6,2.5,1.1,0.0,6.7,14.3,0.5,.059,-2.0,0.0,,"Saint Anthony in Long Beach, California",425000
martida01,1995-96,24,Vancouver Grizzlies,NBA,35,21.3,.381,.851,1.3,4.5,0.7,0.1,7.3,10.3,0.1,.003,-6.7,-0.9,,"Saint Anthony in Long Beach, California",425000
martida01,1996-97,25,Los Angeles Clippers,NBA,82,22.2,.407,.872,1.4,4.1,0.7,0.0,10.9,16.9,4.6,.121,-1.7,0.1,,"Saint Anthony in Long Beach, California",375000
martida01,1997-98,26,Los Angeles Clippers,NBA,82,28.0,.377,.848,2.0,4.0,1.0,0.1,10.3,12.3,1.9,.041,-2.8,-0.5,,"Saint Anthony in Long Beach, California",431250
martida01,1998-99,27,LAC,NBA,37,25.4,.367,.803,1.3,3.9,1.2,0.1,8.0,11.6,0.2,.010,-3.7,-0.4,,"Saint Anthony in Long Beach, California",
martida01,1999-00,28,Sacramento Kings,NBA,71,12.6,.380,.824,0.6,1.7,0.4,0.0,5.7,11.9,1.3,.067,-4.6,-0.6,,"Saint Anthony in Long Beach, California",572500
martida01,2000-01,29,Sacramento Kings,NBA,31,5.7,.382,.886,0.5,0.5,0.2,0.0,3.3,17.0,0.7,.182,-2.0,0.0,,"Saint Anthony in Long Beach, California",673500
martida01,2001-02,30,Dallas Mavericks,NBA,3,7.3,.000,.500,0.3,1.0,0.7,0.0,0.3,-11.2,-0.2,-0.427,-16.9,-0.1,,"Saint Anthony in Long Beach, California",778350
martida01,2002-03,31,"Did Not Play (other pro league—Italy, Russia)",,,,,,,,,,,,,,,,,"Saint Anthony in Long Beach, California",
martida01,2003-04,32,MIN,NBA,16,10.8,.299,1.000,0.4,1.4,0.1,0.1,3.4,6.1,0.0,-0.008,-8.1,-0.3,,"Saint Anthony in Long Beach, California",
martida01,2004-05,33,LAC,NBA,11,17.3,.320,.625,0.9,2.5,0.5,0.0,3.8,7.2,0.1,.015,-5.6,-0.2,,"Saint Anthony in Long Beach, California",
martida01,2005-06,34,Toronto Raptors,NBA,40,8.5,.351,.750,0.5,1.4,0.4,0.0,2.6,11.5,0.4,.052,-4.3,-0.2,,"Saint Anthony in Long Beach, California",946646
martida01,2006-07,35,Toronto Raptors,NBA,31,7.1,.351,.714,0.4,1.4,0.1,0.0,3.0,11.6,0.1,.031,-5.9,-0.2,,"Saint Anthony in Long Beach, California",1178348
martida01,2007-08,36,Toronto Raptors,NBA,17,8.3,.233,.833,0.4,1.2,0.4,0.0,1.6,5.8,-0.1,-0.021,-5.9,-0.1,,"Saint Anthony in Long Beach, California",1219590
