bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
davisjo02,2003-04,23,ATL,NBA,4,5.8,.400,1.000,1.3,0.0,0.0,0.0,1.3,2.1,0.0,-0.075,-15.0,-0.1,,
davisjo02,2004-05,24,Philadelphia 76ers,NBA,42,7.8,.378,.824,1.9,0.3,0.2,0.1,2.8,11.4,0.5,.079,-3.7,-0.1,,620046
davisjo02,2005-06,25,Milwaukee Bucks,NBA,6,2.8,.286,.667,0.7,0.2,0.3,0.0,1.0,13.6,0.0,.018,-2.2,0.0,,131593
davisjo02,2005-06,25,Milwaukee Bucks,NBA,4,3.0,.250,,0.8,0.3,0.3,0.0,0.5,5.2,0.0,-0.089,-3.0,0.0,,131593
davisjo02,2005-06,25,Milwaukee Bucks,NBA,1,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,-6.3,0.0,,131593
davisjo02,2005-06,25,Milwaukee Bucks,NBA,1,5.0,.333,.667,1.0,0.0,1.0,0.0,4.0,33.7,0.0,.275,-0.3,0.0,,131593
davisjo02,2006-07,26,Did Not Play (other pro league—Russia),,,,,,,,,,,,,,,,,
davisjo02,2007-08,27,Did Not Play (other pro league—Ukraine),,,,,,,,,,,,,,,,,
davisjo02,2008-09,28,"Did Not Play (other pro league—D-League, Puerto Rico)",,,,,,,,,,,,,,,,,
davisjo02,2009-10,29,Did Not Play (other pro league—Greece),,,,,,,,,,,,,,,,,
davisjo02,2010-11,30,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,
davisjo02,2011-12,31,Memphis Grizzlies,NBA,15,8.7,.370,.500,1.8,0.4,0.5,0.1,1.9,11.3,0.3,.124,1.7,0.1,,314041
