name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Eddie Hughes,/players/h/hugheed01.html,1988,1990,Colorado State University,false,"Austin in Chicago, Illinois",-0.32,0.08,hugheed01,1987-88,UTA,8.8,0.0,.021,-5.2,0.0,,27,NBA,11,3.8,.385,1.000,0.4,0.7,0.0,0.0,1.5,UTA,
Eddie Hughes,/players/h/hugheed01.html,1988,1990,Colorado State University,false,"Austin in Chicago, Illinois",-0.36,0.29,hugheed01,1988-89,DEN,11.4,0.4,.089,-1.6,0.0,,28,NBA,26,8.6,.438,.583,0.7,1.3,0.7,0.1,2.7,DEN,100000
Eddie Hughes,/players/h/hugheed01.html,1988,1990,Colorado State University,false,"Austin in Chicago, Illinois",-1.78,0.29,hugheed01,1989-90,DEN,8.3,1.0,.055,-2.5,-0.1,,29,NBA,60,14.9,.411,.676,1.2,1.9,0.8,0.0,3.5,DEN,
