name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",-0.92,2.50,odomla01,1999-00,LAC,16.8,3.2,.055,1.2,2.3,,NBA,2445480,20,76,36.4,.438,.719,7.8,4.2,1.2,1.3,16.6,LAC
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.17,6.71,odomla01,2000-01,LAC,18.9,6.5,.111,4.6,4.6,,NBA,2628960,21,76,37.3,.460,.679,7.8,5.2,1.0,1.6,17.2,LAC
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",-0.42,1.24,odomla01,2001-02,LAC,13.7,0.7,.033,0.4,0.6,,NBA,2812320,22,29,34.4,.419,.656,6.1,5.9,0.8,1.2,13.1,LAC
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",-1.14,1.26,odomla01,2002-03,LAC,14.6,2.2,.062,0.3,1.0,,NBA,3557585,23,49,34.3,.439,.777,6.7,3.6,0.9,0.8,14.6,LAC
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.35,8.85,odomla01,2003-04,MIA,18.5,8.4,.134,3.2,4.0,,NBA,9963596,24,80,37.5,.430,.742,9.7,4.1,1.1,0.9,17.1,MIA
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.02,5.17,odomla01,2004-05,LAL,17.3,4.7,.098,1.6,2.1,,NBA,10548596,25,64,36.3,.473,.695,10.2,3.7,0.7,1.0,15.2,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+2.48,11.35,odomla01,2005-06,LAL,17.0,9.2,.137,3.4,4.4,,NBA,11465333,26,80,40.3,.481,.690,9.2,5.5,0.9,0.8,14.8,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.37,5.89,odomla01,2006-07,LAL,16.1,4.7,.102,1.7,2.0,,NBA,12348596,27,56,39.3,.468,.700,9.8,4.8,0.9,0.6,15.9,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+3.08,13.28,odomla01,2007-08,LAL,16.9,9.7,.159,3.8,4.3,,NBA,13248596,28,77,37.9,.525,.698,10.6,3.5,1.0,0.9,14.2,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+5.20,14.87,odomla01,2008-09,LAL,16.6,6.9,.143,2.9,2.9,,NBA,14148596,29,78,29.7,.492,.623,8.2,2.6,1.0,1.3,11.3,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.71,8.78,odomla01,2009-10,LAL,15.9,7.7,.143,3.1,3.3,,NBA,7500000,30,82,31.5,.463,.693,9.8,3.3,0.9,0.7,10.8,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.64,7.72,odomla01,2010-11,LAL,19.4,10.1,.184,3.7,3.8,,NBA,8200000,31,82,32.2,.530,.675,8.7,3.0,0.6,0.7,14.4,LAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",-2.69,-0.35,odomla01,2011-12,DAL,9.2,0.3,.014,-3.1,-0.3,,NBA,8900000,32,50,20.5,.352,.592,4.2,1.7,0.4,0.4,6.6,DAL
Lamar Odom,/players/o/odomla01.html,2000,2013,University of Rhode Island,false,"Redemption Christian Academy in Troy, New York",+1.20,4.10,odomla01,2012-13,LAC,10.9,2.7,.081,1.2,1.3,,NBA,8200000,33,82,19.7,.399,.476,5.9,1.7,0.8,0.7,4.0,LAC
