bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
murphal01,1976-77,24,LAL,NBA,2,9.0,.200,.429,2.0,0.0,0.0,0.0,2.5,1.8,-0.1,-0.229,-16.9,-0.1,,"A.H. Parker in Birmingham, Alabama"
