bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
edwarke01,1988-89,23,Miami Heat,NBA,79,29.7,.425,.746,3.3,4.4,1.8,0.3,13.8,12.6,-0.2,-0.003,-2.1,-0.1,,300000,"St. Joseph in Cleveland, Ohio"
edwarke01,1989-90,24,MIA,NBA,78,28.3,.412,.760,3.6,3.2,1.6,0.4,12.0,11.6,0.3,.005,-2.3,-0.1,,,"St. Joseph in Cleveland, Ohio"
edwarke01,1990-91,25,Miami Heat,NBA,79,25.3,.410,.803,2.6,3.0,1.6,0.6,12.1,13.7,1.6,.039,-1.2,0.4,,425000,"St. Joseph in Cleveland, Ohio"
edwarke01,1991-92,26,Miami Heat,NBA,81,22.7,.454,.848,2.6,2.1,1.2,0.2,10.1,13.8,2.4,.063,-1.8,0.1,,600000,"St. Joseph in Cleveland, Ohio"
edwarke01,1992-93,27,Miami Heat,NBA,40,28.4,.468,.844,3.0,3.0,1.7,0.3,13.9,17.1,2.5,.108,1.0,0.9,,750000,"St. Joseph in Cleveland, Ohio"
edwarke01,1993-94,28,New Jersey Nets,NBA,82,33.3,.458,.770,3.4,2.8,1.5,0.4,14.0,13.8,5.1,.089,0.5,1.7,,1200000,"St. Joseph in Cleveland, Ohio"
edwarke01,1994-95,29,New Jersey Nets,NBA,14,33.3,.448,.952,2.6,1.9,1.4,0.4,14.0,11.7,0.6,.061,-1.6,0.0,,1560000,"St. Joseph in Cleveland, Ohio"
edwarke01,1995-96,30,New Jersey Nets,NBA,34,29.6,.364,.810,2.2,2.1,1.6,0.2,11.6,9.8,0.5,.022,-2.6,-0.1,,1920000,"St. Joseph in Cleveland, Ohio"
edwarke01,1996-97,31,New Jersey Nets,NBA,32,14.9,.377,.860,1.3,1.8,0.5,0.1,5.9,9.8,-0.2,-0.021,-6.2,-0.5,,2280000,"St. Joseph in Cleveland, Ohio"
edwarke01,1997-98,32,New Jersey Nets,NBA,39,12.5,.345,.857,1.4,1.0,0.7,0.0,3.8,9.5,0.1,.009,-4.1,-0.3,,2640000,"St. Joseph in Cleveland, Ohio"
edwarke01,1997-98,32,New Jersey Nets,NBA,27,13.0,.349,.867,1.3,1.0,0.8,0.0,3.4,8.1,0.0,-0.001,-4.1,-0.2,,2640000,"St. Joseph in Cleveland, Ohio"
edwarke01,1997-98,32,New Jersey Nets,NBA,12,11.3,.339,.850,1.7,1.1,0.4,0.1,4.9,13.1,0.1,.035,-4.0,-0.1,,2640000,"St. Joseph in Cleveland, Ohio"
edwarke01,1998-99,33,Did Not Play,,,,,,,,,,,,,,,,,,"St. Joseph in Cleveland, Ohio"
edwarke01,1999-00,34,Did Not Play,,,,,,,,,,,,,,,,,,"St. Joseph in Cleveland, Ohio"
edwarke01,2000-01,35,Vancouver Grizzlies,NBA,46,13.8,.329,.811,1.8,1.1,0.6,0.2,3.5,8.3,-0.1,-0.011,-4.4,-0.4,,1000000,"St. Joseph in Cleveland, Ohio"
