bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
brownde02,2002-03,24,San Antonio Spurs,NBA,10,9.3,.343,.750,1.8,0.7,0.4,0.1,3.0,6.9,-0.1,-0.043,-5.9,-0.1,,34946
brownde02,2002-03,24,San Antonio Spurs,NBA,7,3.1,.500,1.000,1.0,0.3,0.0,0.0,1.7,13.8,0.0,-0.023,-5.5,0.0,,34946
brownde02,2002-03,24,San Antonio Spurs,NBA,3,23.7,.280,.667,3.7,1.7,1.3,0.3,6.0,4.8,-0.1,-0.050,-6.0,-0.1,,34946
brownde02,2003-04,25,San Antonio Spurs,NBA,58,10.8,.434,.811,2.2,0.6,0.3,0.1,4.0,13.1,1.7,.133,-2.4,-0.1,,563679
brownde02,2004-05,26,San Antonio Spurs,NBA,67,18.5,.423,.792,2.6,1.4,0.6,0.2,7.4,14.6,3.7,.145,0.4,0.7,,695046
brownde02,2005-06,27,Utah Jazz,NBA,81,21.1,.393,.745,2.6,1.3,0.5,0.2,7.5,10.3,1.4,.041,-3.7,-0.7,,2500000
brownde02,2006-07,28,New Orleans/Oklahoma City Hornets,NBA,58,28.7,.420,.794,4.3,2.6,0.8,0.2,11.6,14.3,3.5,.102,1.0,1.2,,564518
brownde02,2007-08,29,Cleveland Cavaliers,NBA,78,22.6,.409,.754,3.4,2.2,0.7,0.1,7.5,11.3,2.4,.064,-2.2,-0.1,,1200000
brownde02,2008-09,30,New Orleans Hornets,NBA,63,13.8,.355,.780,1.9,0.9,0.5,0.1,5.2,9.7,0.1,.007,-5.0,-0.7,,998398
brownde02,2009-10,31,Chicago Bulls,NBA,50,21.2,.377,.802,2.5,1.3,0.7,0.1,8.0,10.0,0.4,.017,-3.0,-0.3,,1100000
brownde02,2009-10,31,Chicago Bulls,NBA,39,24.8,.394,.802,2.8,1.5,0.8,0.1,9.7,10.9,0.6,.031,-2.5,-0.1,,1100000
brownde02,2009-10,31,Chicago Bulls,NBA,11,8.5,.222,,1.4,0.6,0.3,0.1,1.8,0.4,-0.3,-0.129,-8.9,-0.2,,1100000
