bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
cebalce01,1990-91,21,Phoenix Suns,NBA,63,11.6,.487,.663,2.4,0.6,0.3,0.1,8.2,17.8,1.3,.085,-4.0,-0.4,,175000,"Dominguez in Compton, California"
cebalce01,1991-92,22,Phoenix Suns,NBA,64,11.3,.482,.736,2.4,0.8,0.3,0.2,7.2,16.9,1.3,.085,-3.7,-0.3,,250000,"Dominguez in Compton, California"
cebalce01,1992-93,23,Phoenix Suns,NBA,74,21.7,.576,.725,5.5,1.0,0.7,0.4,12.8,21.0,6.2,.186,1.3,1.4,,350000,"Dominguez in Compton, California"
cebalce01,1993-94,24,Phoenix Suns,NBA,53,30.2,.535,.724,6.5,1.7,1.1,0.4,19.1,20.9,5.5,.166,1.4,1.4,,2000000,"Dominguez in Compton, California"
cebalce01,1994-95,25,Los Angeles Lakers,NBA,58,35.0,.509,.716,8.0,1.8,1.0,0.3,21.7,19.9,5.2,.123,0.0,1.0,,1750000,"Dominguez in Compton, California"
cebalce01,1995-96,26,Los Angeles Lakers,NBA,78,33.7,.530,.804,6.9,1.5,1.2,0.3,21.2,22.1,9.8,.180,2.1,2.7,,2245000,"Dominguez in Compton, California"
cebalce01,1996-97,27,Los Angeles Lakers,NBA,50,28.5,.457,.747,6.6,1.3,0.7,0.5,14.6,16.2,2.4,.082,-2.5,-0.2,,2400000,"Dominguez in Compton, California"
cebalce01,1996-97,27,Los Angeles Lakers,NBA,8,34.9,.410,.867,6.6,1.9,0.6,0.8,10.8,9.7,0.2,.041,-3.3,-0.1,,2400000,"Dominguez in Compton, California"
cebalce01,1996-97,27,Los Angeles Lakers,NBA,42,27.3,.464,.737,6.6,1.2,0.7,0.4,15.3,17.7,2.2,.092,-2.3,-0.1,,2400000,"Dominguez in Compton, California"
cebalce01,1997-98,28,Phoenix Suns,NBA,47,21.1,.492,.738,4.7,1.3,0.7,0.3,11.4,19.3,2.8,.138,0.0,0.5,,2605000,"Dominguez in Compton, California"
cebalce01,1997-98,28,Phoenix Suns,NBA,35,17.9,.500,.714,4.3,1.0,0.6,0.2,9.5,19.2,2.1,.163,0.5,0.4,,2605000,"Dominguez in Compton, California"
cebalce01,1997-98,28,Phoenix Suns,NBA,12,30.3,.478,.770,6.0,2.1,0.9,0.7,16.9,19.4,0.7,.094,-1.0,0.1,,2605000,"Dominguez in Compton, California"
cebalce01,1998-99,29,Dallas Mavericks,NBA,13,27.1,.421,.694,6.5,0.9,0.5,0.4,12.5,15.4,0.4,.055,-3.9,-0.2,,750000,"Dominguez in Compton, California"
cebalce01,1999-00,30,Dallas Mavericks,NBA,69,29.9,.446,.843,6.7,1.3,0.8,0.3,16.6,18.1,4.0,.094,-1.8,0.1,,3500000,"Dominguez in Compton, California"
cebalce01,2000-01,31,Miami Heat,NBA,40,14.0,.441,.860,2.7,0.5,0.4,0.2,6.5,15.4,1.3,.114,-2.2,0.0,,3937500,"Dominguez in Compton, California"
cebalce01,2000-01,31,Miami Heat,NBA,13,12.8,.394,.800,2.0,0.5,0.5,0.2,5.8,13.0,0.3,.081,-1.7,0.0,,3937500,"Dominguez in Compton, California"
cebalce01,2000-01,31,Miami Heat,NBA,27,14.6,.462,.879,3.0,0.5,0.4,0.1,6.9,16.4,1.1,.129,-2.4,0.0,,3937500,"Dominguez in Compton, California"
