bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
danieme01,1967-68,23,MNM,ABA,78,37.7,.408,.200,.409,.408,.575,15.6,1.4,,,22.2,22.4,9.2,.150,,,All-ABA (1st)
danieme01,1968-69,24,INA,ABA,76,38.6,.476,.000,.477,.476,.604,16.5,1.5,,,24.0,21.7,8.6,.140,,,All-ABA (1st)
danieme01,1969-70,25,INA,ABA,83,36.6,.473,.000,.474,.473,.675,17.6,1.6,,,18.7,20.0,8.6,.135,,,All-ABA (1st)
danieme01,1970-71,26,INA,ABA,82,38.7,.514,.077,.519,.515,.679,18.0,2.2,,,21.0,21.9,11.4,.173,,,All-ABA (1st)
danieme01,1971-72,27,INA,ABA,79,37.6,.505,.000,.508,.505,.703,16.4,2.2,,,19.2,21.3,10.3,.166,,,
danieme01,1972-73,28,INA,ABA,81,38.3,.482,.250,.483,.483,.722,15.4,2.2,,1.9,18.5,19.3,9.2,.142,,,All-ABA (2nd)
danieme01,1973-74,29,INA,ABA,78,32.6,.440,,.440,.440,.756,11.6,1.6,0.7,1.2,15.4,15.8,5.4,.102,-1.4,0.4,
danieme01,1974-75,30,MMS,ABA,71,23.2,.450,,.450,.450,.634,9.0,1.8,0.6,1.4,9.8,16.1,2.2,.065,-1.4,0.2,
danieme01,1975-76,31,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,,
danieme01,1976-77,32,NYN,NBA,11,11.5,.371,,.371,.371,.565,3.1,0.5,0.3,1.0,3.5,10.7,0.0,-0.002,-4.2,-0.1,
